"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","M","20000101","2000","1","200001","757","CHE","Switzerland","X","Export","246","FIN","Finland","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","620","false","0","false","0","528626.726","528626.726","2","false","true",
"C","M","20000101","2000","1","200001","792","TUR","Türkiye","X","Export","246","FIN","Finland","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","68","false","0","false","0","485","485","0","false","true",
"C","M","20000101","2000","1","200001","251","FRA","France","X","Export","764","THA","Thailand","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","4349.227","true","0","false","0","9625992.816","9625992.816","6","false","true",
"C","M","20000101","2000","1","200001","372","IRL","Ireland","X","Export","764","THA","Thailand","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","25","false","0","false","0","31001.987","31001.987","0","false","true",
"C","M","20000101","2000","1","200001","380","ITA","Italy","X","Export","764","THA","Thailand","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","8","false","0","false","0","21707.746","21707.746","0","false","true",
"C","M","20000101","2000","1","200001","757","CHE","Switzerland","X","Export","764","THA","Thailand","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","306.683","true","0","false","0","588048.016","588048.016","6","false","true",
"C","M","20000101","2000","1","200001","757","CHE","Switzerland","X","Export","372","IRL","Ireland","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","105.038","true","0","false","0","200644.185","200644.185","6","false","true",
"C","M","20000101","2000","1","200001","251","FRA","France","X","Export","579","NOR","Norway","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","2205.926","true","0","false","0","818744.202","818744.202","6","false","true",
"C","M","20000101","2000","1","200001","380","ITA","Italy","X","Export","579","NOR","Norway","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","2636","false","0","false","0","53745.832","53745.832","2","false","true",
"C","M","20000101","2000","1","200001","757","CHE","Switzerland","X","Export","579","NOR","Norway","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","108.426","true","0","false","0","64049.68","64049.68","6","false","true",
"C","M","20000101","2000","1","200001","251","FRA","France","X","Export","174","COM","Comoros","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","500","false","0","false","0","43501.922","43501.922","0","false","true",
"C","M","20000101","2000","1","200001","251","FRA","France","X","Export","268","GEO","Georgia","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","200","false","0","false","0","101013.178","101013.178","0","false","true",
"C","M","20000101","2000","1","200001","757","CHE","Switzerland","X","Export","36","AUS","Australia","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","18.053","true","0","false","0","20239.676","20239.676","6","false","true",
"C","M","20000101","2000","1","200001","792","TUR","Türkiye","X","Export","36","AUS","Australia","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","3","false","0","false","0","1595","1595","0","false","true",
"C","M","20000101","2000","1","200001","251","FRA","France","X","Export","752","SWE","Sweden","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","15739.589","true","0","false","0","7959281.468","7959281.468","6","false","true",
"C","M","20000101","2000","1","200001","372","IRL","Ireland","X","Export","752","SWE","Sweden","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","823.663","true","0","false","0","1763561.26","1763561.26","4","false","true",
"C","M","20000101","2000","1","200001","380","ITA","Italy","X","Export","752","SWE","Sweden","0","W00","World","H1","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","935","false","0","false","0","44841.594","44841.594","2","false","true",
