"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","M","20050101","2005","1","200501","68","BOL","Bolivia (Plurinational State of)","X","Export","0","W00","World","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","45.22","false","45.62","false","0","7752.77","7752.77","0","false","true",
"C","M","20050101","2005","1","200501","68","BOL","Bolivia (Plurinational State of)","X","Export","842","USA","USA","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","45.22","false","45.62","false","0","7752.77","7752.77","0","false","true",
"C","M","20050201","2005","2","200502","68","BOL","Bolivia (Plurinational State of)","X","Export","0","W00","World","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","18","false","19","false","0","1978.37","1978.37","0","false","true",
"C","M","20050201","2005","2","200502","68","BOL","Bolivia (Plurinational State of)","X","Export","842","USA","USA","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","10","false","11","false","0","1908.37","1908.37","0","false","true",
"C","M","20050201","2005","2","200502","68","BOL","Bolivia (Plurinational State of)","X","Export","724","ESP","Spain","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","8","false","8","false","0","70","70","0","false","true",
"C","M","20050301","2005","3","200503","68","BOL","Bolivia (Plurinational State of)","X","Export","0","W00","World","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0.2","false","0.25","false","0","30","30","0","false","true",
"C","M","20050301","2005","3","200503","68","BOL","Bolivia (Plurinational State of)","X","Export","490","S19","Other Asia, nes","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0.2","false","0.25","false","0","30","30","0","false","true",
"C","M","20050401","2005","4","200504","68","BOL","Bolivia (Plurinational State of)","X","Export","0","W00","World","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","28.4","false","28.4","false","0","166.26","166.26","0","false","true",
"C","M","20050401","2005","4","200504","68","BOL","Bolivia (Plurinational State of)","X","Export","842","USA","USA","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","28.4","false","28.4","false","0","166.26","166.26","0","false","true",
"C","M","20050501","2005","5","200505","68","BOL","Bolivia (Plurinational State of)","X","Export","0","W00","World","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","59.83","false","65.64","false","0","8032.63","8032.63","0","false","true",
"C","M","20050501","2005","5","200505","68","BOL","Bolivia (Plurinational State of)","X","Export","604","PER","Peru","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","59.83","false","65.64","false","0","8032.63","8032.63","0","false","true",
"C","M","20050501","2005","5","200505","76","BRA","Brazil","X","Export","604","PER","Peru","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","702.846","true","-1","N/A","0","false","2.81","true","0","false",,"3176","3176","6","false","true",
"C","M","20050501","2005","5","200505","76","BRA","Brazil","X","Export","376","ISR","Israel","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1242","false","5","u","1242","false","2","false","0","false",,"8339","8339","0","false","true",
"C","M","20050501","2005","5","200505","76","BRA","Brazil","X","Export","188","CRI","Costa Rica","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","12000","false","5","u","12000","false","68","false","0","false",,"35582","35582","0","false","true",
"C","M","20050501","2005","5","200505","76","BRA","Brazil","X","Export","591","PAN","Panama","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","17.451","true","0","false",,"2059","2059","6","false","true",
"C","M","20050501","2005","5","200505","76","BRA","Brazil","X","Export","36","AUS","Australia","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","35","false","8","kg","35","false","35","false","0","false",,"154","154","0","false","true",
"C","M","20050501","2005","5","200505","76","BRA","Brazil","X","Export","826","GBR","United Kingdom","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","3","false","5","u","3","false","0.014","true","0","false",,"23","23","4","false","true",
"C","M","20050501","2005","5","200505","76","BRA","Brazil","X","Export","620","PRT","Portugal","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","2000","false","5","u","2000","false","0.626","true","0","false",,"1000","1000","4","false","true",
"C","M","20050501","2005","5","200505","76","BRA","Brazil","X","Export","170","COL","Colombia","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","25","false","5","u","25","false","25","false","0","false",,"274","274","0","false","true",
"C","M","20050501","2005","5","200505","76","BRA","Brazil","X","Export","558","NIC","Nicaragua","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","3","false","5","u","3","false","1.735","true","0","false",,"457","457","4","false","true",
"C","M","20050501","2005","5","200505","76","BRA","Brazil","X","Export","484","MEX","Mexico","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","21.718","true","0","false",,"865","865","4","false","true",
"C","M","20050501","2005","5","200505","76","BRA","Brazil","X","Export","68","BOL","Bolivia (Plurinational State of)","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","2","false","5","u","2","false","20","false","0","false",,"73","73","0","false","true",
"C","M","20050501","2005","5","200505","76","BRA","Brazil","X","Export","300","GRC","Greece","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","2000","false","5","u","2000","false","3","false","0","false",,"19960","19960","0","false","true",
"C","M","20050501","2005","5","200505","76","BRA","Brazil","X","Export","152","CHL","Chile","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","41827","false","5","u","41827","false","210.451","true","0","false",,"58590","58590","4","false","true",
"C","M","20050501","2005","5","200505","76","BRA","Brazil","X","Export","616","POL","Poland","0","W00","World","H2","HS","true","8542","Electronic integrated circuits and microassemblies","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","44518","false","5","u","44518","false","75.947","true","0","false",,"57500","57500","4","false","true",
