Period,ReporterISO,PartnerISO
2013,USA,CRI
2013,USA,CZE
2013,USA,DNK
2013,USA,DOM
2013,USA,ECU
2013,USA,SLV
2013,USA,EST
2013,USA,FIN
2013,USA,FRA
2013,USA,DEU
2013,USA,GRC
2013,USA,GTM
2013,USA,HND
2013,USA,HKG
2013,USA,HUN
2013,USA,ISL
2013,USA,IDN
2013,USA,IRQ
2013,USA,IRL
2013,USA,ISR
2013,USA,ITA
2013,USA,JAM
2013,USA,JPN
2013,USA,KEN
2013,USA,KOR
2013,USA,KWT
2013,USA,LVA
2013,USA,LTU
2013,USA,LUX
2013,USA,MYS
2013,USA,MEX
2013,USA,TWN
2013,USA,MAR
2013,USA,NLD
2013,USA,CUW
2013,USA,NZL
2013,USA,NIC
2013,USA,NOR
2013,USA,PAN
2013,USA,PRY
2013,USA,PER
2013,USA,PHL
2013,USA,POL
2013,USA,PRT
2013,USA,ROU
2013,USA,RUS
2013,USA,KNA
2013,USA,SAU
2013,USA,IND
2013,USA,SGP
2013,USA,VNM
2013,USA,SVN
2013,USA,ZAF
2013,USA,ESP
2013,USA,SWE
2013,USA,CHE
2013,USA,THA
2013,USA,TTO
2013,USA,ARE
2013,USA,TUR
2013,USA,UKR
2013,USA,GBR
2013,USA,URY
2013,USA,VEN
2021,AND,ESP
2021,AUS,CHN
2021,AUS,DEU
2021,AUS,HKG
2021,AUS,IDN
2021,AUS,KOR
2021,AUS,MYS
2021,AUS,NZL
2021,AUS,IND
2021,AUS,SGP
2021,AUS,THA
2021,AUS,GBR
2021,AUS,USA
2021,AUT,BRA
2021,AUT,BGR
2021,AUT,CHN
2021,AUT,CZE
2021,AUT,DNK
2021,AUT,FRA
2021,AUT,DEU
2021,AUT,HKG
2021,AUT,HUN
2021,AUT,IDN
2021,AUT,IRL
2021,AUT,ITA
2021,AUT,JPN
2021,AUT,KOR
2021,AUT,LTU
2021,AUT,MYS
2021,AUT,MEX
2021,AUT,TWN
2021,AUT,NLD
2021,AUT,NOR
2021,AUT,PHL
2021,AUT,POL
2021,AUT,ROU
2021,AUT,RUS
2021,AUT,SRB
2021,AUT,IND
2021,AUT,SGP
2021,AUT,SVK
2021,AUT,SVN
2021,AUT,ZAF
2021,AUT,ESP
2021,AUT,SWE
2021,AUT,CHE
2021,AUT,THA
2021,AUT,TUR
2021,AUT,GBR
2021,AUT,USA
2021,BHR,ARE
2021,BEL,AUS
2021,BEL,AUT
2021,BEL,BGR
2021,BEL,BLR
2021,BEL,CAN
2021,BEL,CHN
2021,BEL,HRV
2021,BEL,CZE
2021,BEL,DNK
2021,BEL,EST
2021,BEL,FIN
2021,BEL,FRA
2021,BEL,DEU
2021,BEL,HKG
2021,BEL,HUN
2021,BEL,IRL
2021,BEL,ISR
2021,BEL,ITA
2021,BEL,JPN
2021,BEL,KOR
2021,BEL,LVA
2021,BEL,LTU
2021,BEL,LUX
2021,BEL,MYS
2021,BEL,MEX
2021,BEL,TWN
2021,BEL,NLD
2021,BEL,NOR
2021,BEL,PHL
2021,BEL,POL
2021,BEL,PRT
2021,BEL,ROU
2021,BEL,RUS
2021,BEL,SRB
2021,BEL,IND
2021,BEL,SGP
2021,BEL,SVK
2021,BEL,VNM
2021,BEL,SVN
2021,BEL,ZAF
2021,BEL,ESP
2021,BEL,SWE
2021,BEL,CHE
2021,BEL,THA
2021,BEL,TUN
2021,BEL,TUR
2021,BEL,GBR
2021,BEL,USA
2021,BIH,AUT
2021,BRA,CHN
2021,BRA,HKG
2021,BRA,KOR
2021,BRA,MEX
2021,BRA,TWN
2021,BRA,POL
2021,BRA,IND
2021,BRA,VNM
2021,BRA,GBR
2021,BRA,USA
2021,BGR,AUT
2021,BGR,BEL
2021,BGR,CAN
2021,BGR,CHN
2021,BGR,CZE
2021,BGR,FRA
2021,BGR,DEU
2021,BGR,GRC
2021,BGR,HND
2021,BGR,HKG
2021,BGR,HUN
2021,BGR,ITA
2021,BGR,JPN
2021,BGR,KOR
2021,BGR,LTU
2021,BGR,MYS
2021,BGR,MEX
2021,BGR,TWN
2021,BGR,NLD
2021,BGR,PHL
2021,BGR,POL
2021,BGR,ROU
2021,BGR,SRB
2021,BGR,SGP
2021,BGR,ESP
2021,BGR,CHE
2021,BGR,THA
2021,BGR,TUN
2021,BGR,USA
2021,BLR,CHN
2021,BLR,HKG
2021,BLR,KOR
2021,BLR,RUS
2021,KHM,GBR
2021,KHM,USA
2021,CAN,AUS
2021,CAN,BRA
2021,CAN,LKA
2021,CAN,CHN
2021,CAN,FRA
2021,CAN,DEU
2021,CAN,HKG
2021,CAN,ISR
2021,CAN,ITA
2021,CAN,JPN
2021,CAN,KOR
2021,CAN,LTU
2021,CAN,MYS
2021,CAN,MEX
2021,CAN,TWN
2021,CAN,NLD
2021,CAN,RUS
2021,CAN,IND
2021,CAN,SGP
2021,CAN,SVK
2021,CAN,VNM
2021,CAN,SWE
2021,CAN,CHE
2021,CAN,THA
2021,CAN,GBR
2021,CAN,USA
2021,LKA,CHN
2021,LKA,HUN
2021,LKA,USA
2021,CHL,USA
2021,CHN,ARG
2021,CHN,AUS
2021,CHN,AUT
2021,CHN,BGD
2021,CHN,BEL
2021,CHN,BRA
2021,CHN,BGR
2021,CHN,BLR
2021,CHN,KHM
2021,CHN,CAN
2021,CHN,LKA
2021,CHN,COL
2021,CHN,CRI
2021,CHN,CZE
2021,CHN,DNK
2021,CHN,EST
2021,CHN,FIN
2021,CHN,FRA
2021,CHN,DEU
2021,CHN,HKG
2021,CHN,HUN
2021,CHN,IDN
2021,CHN,IRN
2021,CHN,IRL
2021,CHN,ISR
2021,CHN,ITA
2021,CHN,JPN
2021,CHN,KOR
2021,CHN,LBN
2021,CHN,LVA
2021,CHN,LTU
2021,CHN,MAC
2021,CHN,MYS
2021,CHN,MLT
2021,CHN,MEX
2021,CHN,TWN
2021,CHN,NLD
2021,CHN,NZL
2021,CHN,NOR
2021,CHN,PAK
2021,CHN,PHL
2021,CHN,POL
2021,CHN,PRT
2021,CHN,ROU
2021,CHN,RUS
2021,CHN,SAU
2021,CHN,SRB
2021,CHN,IND
2021,CHN,SGP
2021,CHN,SVK
2021,CHN,VNM
2021,CHN,SVN
2021,CHN,ZAF
2021,CHN,ESP
2021,CHN,SWE
2021,CHN,CHE
2021,CHN,THA
2021,CHN,ARE
2021,CHN,TUN
2021,CHN,TUR
2021,CHN,UKR
2021,CHN,MKD
2021,CHN,EGY
2021,CHN,GBR
2021,CHN,USA
2021,COL,USA
2021,CRI,CHN
2021,CRI,HKG
2021,CRI,MEX
2021,CRI,PAN
2021,CRI,VNM
2021,CRI,USA
2021,HRV,CZE
2021,HRV,FIN
2021,HRV,DEU
2021,CZE,DZA
2021,CZE,AUT
2021,CZE,BEL
2021,CZE,BRA
2021,CZE,BGR
2021,CZE,BLR
2021,CZE,CAN
2021,CZE,CHN
2021,CZE,HRV
2021,CZE,DNK
2021,CZE,FIN
2021,CZE,FRA
2021,CZE,DEU
2021,CZE,GRC
2021,CZE,HKG
2021,CZE,HUN
2021,CZE,IRL
2021,CZE,ISR
2021,CZE,ITA
2021,CZE,JPN
2021,CZE,KAZ
2021,CZE,KOR
2021,CZE,LVA
2021,CZE,LTU
2021,CZE,MYS
2021,CZE,MEX
2021,CZE,TWN
2021,CZE,NLD
2021,CZE,NOR
2021,CZE,PHL
2021,CZE,POL
2021,CZE,PRT
2021,CZE,ROU
2021,CZE,RUS
2021,CZE,SAU
2021,CZE,SRB
2021,CZE,IND
2021,CZE,SGP
2021,CZE,SVK
2021,CZE,SVN
2021,CZE,ESP
2021,CZE,SWE
2021,CZE,CHE
2021,CZE,ARE
2021,CZE,TUR
2021,CZE,UKR
2021,CZE,GBR
2021,CZE,USA
2021,DNK,AUT
2021,DNK,BEL
2021,DNK,CHN
2021,DNK,CZE
2021,DNK,EST
2021,DNK,FIN
2021,DNK,FRA
2021,DNK,DEU
2021,DNK,HKG
2021,DNK,HUN
2021,DNK,ISR
2021,DNK,ITA
2021,DNK,JPN
2021,DNK,MYS
2021,DNK,MEX
2021,DNK,NLD
2021,DNK,NOR
2021,DNK,POL
2021,DNK,ROU
2021,DNK,SRB
2021,DNK,SGP
2021,DNK,SVN
2021,DNK,ESP
2021,DNK,SWE
2021,DNK,CHE
2021,DNK,THA
2021,DNK,GBR
2021,DNK,USA
2021,DOM,USA
2021,EST,CHN
2021,EST,FIN
2021,EST,FRA
2021,EST,DEU
2021,EST,HKG
2021,EST,RUS
2021,EST,SWE
2021,EST,USA
2021,FIN,CHN
2021,FIN,EST
2021,FIN,FRA
2021,FIN,DEU
2021,FIN,HKG
2021,FIN,HUN
2021,FIN,JPN
2021,FIN,MEX
2021,FIN,TWN
2021,FIN,NLD
2021,FIN,POL
2021,FIN,RUS
2021,FIN,IND
2021,FIN,VNM
2021,FIN,SWE
2021,FIN,THA
2021,FIN,USA
2021,FRA,DZA
2021,FRA,ARG
2021,FRA,AUS
2021,FRA,AUT
2021,FRA,BEL
2021,FRA,BRA
2021,FRA,BGR
2021,FRA,CAN
2021,FRA,CHN
2021,FRA,HRV
2021,FRA,CZE
2021,FRA,DNK
2021,FRA,EST
2021,FRA,FIN
2021,FRA,DEU
2021,FRA,GHA
2021,FRA,GRC
2021,FRA,HKG
2021,FRA,HUN
2021,FRA,IRN
2021,FRA,IRL
2021,FRA,ISR
2021,FRA,ITA
2021,FRA,JPN
2021,FRA,KAZ
2021,FRA,KOR
2021,FRA,LVA
2021,FRA,LTU
2021,FRA,MAC
2021,FRA,MYS
2021,FRA,MLT
2021,FRA,MEX
2021,FRA,TWN
2021,FRA,MAR
2021,FRA,NLD
2021,FRA,NGA
2021,FRA,PHL
2021,FRA,POL
2021,FRA,PRT
2021,FRA,ROU
2021,FRA,RUS
2021,FRA,SAU
2021,FRA,IND
2021,FRA,SGP
2021,FRA,SVK
2021,FRA,VNM
2021,FRA,SVN
2021,FRA,ZAF
2021,FRA,ESP
2021,FRA,SWE
2021,FRA,CHE
2021,FRA,THA
2021,FRA,ARE
2021,FRA,TUN
2021,FRA,TUR
2021,FRA,GBR
2021,FRA,USA
2021,DEU,ARG
2021,DEU,AUS
2021,DEU,AUT
2021,DEU,BEL
2021,DEU,BIH
2021,DEU,BRA
2021,DEU,BGR
2021,DEU,BLR
2021,DEU,CAN
2021,DEU,LKA
2021,DEU,CHN
2021,DEU,HRV
2021,DEU,CZE
2021,DEU,DNK
2021,DEU,EST
2021,DEU,FIN
2021,DEU,FRA
2021,DEU,GRC
2021,DEU,HKG
2021,DEU,HUN
2021,DEU,IDN
2021,DEU,IRN
2021,DEU,IRL
2021,DEU,ISR
2021,DEU,ITA
2021,DEU,JPN
2021,DEU,KAZ
2021,DEU,KOR
2021,DEU,LVA
2021,DEU,LTU
2021,DEU,LUX
2021,DEU,MYS
2021,DEU,MLT
2021,DEU,MEX
2021,DEU,TWN
2021,DEU,MAR
2021,DEU,NLD
2021,DEU,NOR
2021,DEU,PAK
2021,DEU,PHL
2021,DEU,POL
2021,DEU,PRT
2021,DEU,ROU
2021,DEU,RUS
2021,DEU,SAU
2021,DEU,SRB
2021,DEU,IND
2021,DEU,SGP
2021,DEU,SVK
2021,DEU,VNM
2021,DEU,SVN
2021,DEU,ZAF
2021,DEU,ESP
2021,DEU,SWE
2021,DEU,CHE
2021,DEU,THA
2021,DEU,ARE
2021,DEU,TUN
2021,DEU,TUR
2021,DEU,UKR
2021,DEU,MKD
2021,DEU,EGY
2021,DEU,GBR
2021,DEU,USA
2021,GRC,BGR
2021,GRC,CYP
2021,GRC,DEU
2021,GRC,ROU
2021,GRC,THA
2021,GRC,USA
2021,HKG,AZE
2021,HKG,ARG
2021,HKG,AUS
2021,HKG,AUT
2021,HKG,BGD
2021,HKG,BEL
2021,HKG,BRA
2021,HKG,BGR
2021,HKG,BLR
2021,HKG,CAN
2021,HKG,LKA
2021,HKG,CHN
2021,HKG,COL
2021,HKG,CRI
2021,HKG,CZE
2021,HKG,DNK
2021,HKG,DOM
2021,HKG,EST
2021,HKG,FIN
2021,HKG,FRA
2021,HKG,DEU
2021,HKG,HUN
2021,HKG,IDN
2021,HKG,IRL
2021,HKG,ISR
2021,HKG,ITA
2021,HKG,JPN
2021,HKG,KAZ
2021,HKG,KOR
2021,HKG,LVA
2021,HKG,LTU
2021,HKG,MAC
2021,HKG,MYS
2021,HKG,MEX
2021,HKG,TWN
2021,HKG,MAR
2021,HKG,NLD
2021,HKG,NZL
2021,HKG,NOR
2021,HKG,PAK
2021,HKG,PER
2021,HKG,PHL
2021,HKG,POL
2021,HKG,PRT
2021,HKG,ROU
2021,HKG,RUS
2021,HKG,RWA
2021,HKG,SAU
2021,HKG,SRB
2021,HKG,IND
2021,HKG,SGP
2021,HKG,SVK
2021,HKG,VNM
2021,HKG,SVN
2021,HKG,ZAF
2021,HKG,ESP
2021,HKG,SWE
2021,HKG,CHE
2021,HKG,THA
2021,HKG,ARE
2021,HKG,TUN
2021,HKG,TUR
2021,HKG,UKR
2021,HKG,EGY
2021,HKG,GBR
2021,HKG,USA
2021,HUN,AUT
2021,HUN,BGR
2021,HUN,CHN
2021,HUN,CZE
2021,HUN,DNK
2021,HUN,EST
2021,HUN,FIN
2021,HUN,FRA
2021,HUN,DEU
2021,HUN,HKG
2021,HUN,ISR
2021,HUN,ITA
2021,HUN,JPN
2021,HUN,LVA
2021,HUN,MYS
2021,HUN,MEX
2021,HUN,TWN
2021,HUN,NLD
2021,HUN,POL
2021,HUN,PRT
2021,HUN,ROU
2021,HUN,SRB
2021,HUN,IND
2021,HUN,SGP
2021,HUN,SVK
2021,HUN,SVN
2021,HUN,ESP
2021,HUN,SWE
2021,HUN,CHE
2021,HUN,UKR
2021,HUN,GBR
2021,HUN,USA
2021,IDN,DZA
2021,IDN,ARG
2021,IDN,BRA
2021,IDN,CHN
2021,IDN,ECU
2021,IDN,DEU
2021,IDN,HKG
2021,IDN,JPN
2021,IDN,KOR
2021,IDN,MYS
2021,IDN,MEX
2021,IDN,RUS
2021,IDN,IND
2021,IDN,SGP
2021,IDN,VNM
2021,IDN,TUR
2021,IDN,EGY
2021,IDN,USA
2021,IRL,AUS
2021,IRL,CHN
2021,IRL,FRA
2021,IRL,DEU
2021,IRL,HKG
2021,IRL,ISR
2021,IRL,ITA
2021,IRL,KOR
2021,IRL,MYS
2021,IRL,MEX
2021,IRL,TWN
2021,IRL,PHL
2021,IRL,RUS
2021,IRL,SGP
2021,IRL,SVN
2021,IRL,ESP
2021,IRL,SWE
2021,IRL,CHE
2021,IRL,MKD
2021,IRL,GBR
2021,IRL,USA
2021,ISR,AUS
2021,ISR,AUT
2021,ISR,BEL
2021,ISR,BRA
2021,ISR,CAN
2021,ISR,CHN
2021,ISR,COK
2021,ISR,CZE
2021,ISR,DNK
2021,ISR,FRA
2021,ISR,DEU
2021,ISR,HKG
2021,ISR,HUN
2021,ISR,IRL
2021,ISR,ITA
2021,ISR,JPN
2021,ISR,KOR
2021,ISR,MYS
2021,ISR,MEX
2021,ISR,TWN
2021,ISR,NLD
2021,ISR,PHL
2021,ISR,POL
2021,ISR,ROU
2021,ISR,RUS
2021,ISR,IND
2021,ISR,SGP
2021,ISR,VNM
2021,ISR,ESP
2021,ISR,SWE
2021,ISR,CHE
2021,ISR,THA
2021,ISR,ARE
2021,ISR,TUR
2021,ISR,GBR
2021,ISR,USA
2021,ITA,ALB
2021,ITA,AUS
2021,ITA,AUT
2021,ITA,BEL
2021,ITA,BIH
2021,ITA,BRA
2021,ITA,BGR
2021,ITA,CAN
2021,ITA,CHN
2021,ITA,HRV
2021,ITA,CYP
2021,ITA,CZE
2021,ITA,DNK
2021,ITA,EST
2021,ITA,FIN
2021,ITA,FRA
2021,ITA,DEU
2021,ITA,GRC
2021,ITA,HKG
2021,ITA,HUN
2021,ITA,ISR
2021,ITA,JPN
2021,ITA,KOR
2021,ITA,KWT
2021,ITA,MYS
2021,ITA,MLT
2021,ITA,MEX
2021,ITA,TWN
2021,ITA,MAR
2021,ITA,NLD
2021,ITA,PHL
2021,ITA,POL
2021,ITA,PRT
2021,ITA,ROU
2021,ITA,RUS
2021,ITA,SRB
2021,ITA,IND
2021,ITA,SGP
2021,ITA,SVK
2021,ITA,VNM
2021,ITA,SVN
2021,ITA,ESP
2021,ITA,SWE
2021,ITA,CHE
2021,ITA,THA
2021,ITA,ARE
2021,ITA,TUN
2021,ITA,TUR
2021,ITA,GBR
2021,ITA,USA
2021,JPN,ARG
2021,JPN,AUS
2021,JPN,AUT
2021,JPN,BEL
2021,JPN,BRA
2021,JPN,CAN
2021,JPN,CHN
2021,JPN,CRI
2021,JPN,CZE
2021,JPN,FIN
2021,JPN,FRA
2021,JPN,DEU
2021,JPN,HKG
2021,JPN,HUN
2021,JPN,IDN
2021,JPN,ISR
2021,JPN,ITA
2021,JPN,KOR
2021,JPN,MYS
2021,JPN,MLT
2021,JPN,MEX
2021,JPN,TWN
2021,JPN,MAR
2021,JPN,NLD
2021,JPN,PHL
2021,JPN,POL
2021,JPN,RUS
2021,JPN,IND
2021,JPN,SGP
2021,JPN,SVK
2021,JPN,VNM
2021,JPN,ESP
2021,JPN,SWE
2021,JPN,CHE
2021,JPN,THA
2021,JPN,TUR
2021,JPN,GBR
2021,JPN,USA
2021,KOR,AUS
2021,KOR,AUT
2021,KOR,BRA
2021,KOR,CAN
2021,KOR,CHN
2021,KOR,CZE
2021,KOR,DNK
2021,KOR,FIN
2021,KOR,FRA
2021,KOR,DEU
2021,KOR,HKG
2021,KOR,HUN
2021,KOR,IDN
2021,KOR,IRN
2021,KOR,IRL
2021,KOR,ISR
2021,KOR,ITA
2021,KOR,JPN
2021,KOR,MYS
2021,KOR,MLT
2021,KOR,MEX
2021,KOR,TWN
2021,KOR,NLD
2021,KOR,NGA
2021,KOR,PHL
2021,KOR,POL
2021,KOR,PRT
2021,KOR,RUS
2021,KOR,SRB
2021,KOR,IND
2021,KOR,SGP
2021,KOR,SVK
2021,KOR,VNM
2021,KOR,ZAF
2021,KOR,SWE
2021,KOR,CHE
2021,KOR,THA
2021,KOR,ARE
2021,KOR,TUN
2021,KOR,TUR
2021,KOR,EGY
2021,KOR,GBR
2021,KOR,USA
2021,LVA,AUS
2021,LVA,AUT
2021,LVA,BLR
2021,LVA,CHN
2021,LVA,CYP
2021,LVA,EST
2021,LVA,DEU
2021,LVA,GRC
2021,LVA,HKG
2021,LVA,LTU
2021,LVA,NLD
2021,LVA,POL
2021,LVA,RUS
2021,LVA,UKR
2021,LVA,GBR
2021,LVA,USA
2021,LTU,BLR
2021,LTU,DEU
2021,LTU,HKG
2021,LTU,LVA
2021,LTU,RUS
2021,LTU,UKR
2021,LUX,BEL
2021,MAC,CHN
2021,MAC,HKG
2021,MYS,AUS
2021,MYS,AUT
2021,MYS,BEL
2021,MYS,BRA
2021,MYS,BGR
2021,MYS,CAN
2021,MYS,CHN
2021,MYS,CRI
2021,MYS,CZE
2021,MYS,DNK
2021,MYS,FIN
2021,MYS,FRA
2021,MYS,DEU
2021,MYS,HKG
2021,MYS,HUN
2021,MYS,IDN
2021,MYS,IRL
2021,MYS,ITA
2021,MYS,JPN
2021,MYS,KOR
2021,MYS,LTU
2021,MYS,MAC
2021,MYS,MLT
2021,MYS,MEX
2021,MYS,TWN
2021,MYS,MAR
2021,MYS,NLD
2021,MYS,NZL
2021,MYS,NOR
2021,MYS,PHL
2021,MYS,POL
2021,MYS,PRT
2021,MYS,ROU
2021,MYS,IND
2021,MYS,SGP
2021,MYS,VNM
2021,MYS,ZAF
2021,MYS,ESP
2021,MYS,SWE
2021,MYS,CHE
2021,MYS,THA
2021,MYS,ARE
2021,MYS,TUN
2021,MYS,TUR
2021,MYS,MKD
2021,MYS,GBR
2021,MYS,USA
2021,MLT,BRA
2021,MLT,CHN
2021,MLT,FIN
2021,MLT,FRA
2021,MLT,HKG
2021,MLT,JPN
2021,MLT,KOR
2021,MLT,MEX
2021,MLT,PHL
2021,MLT,IND
2021,MLT,SGP
2021,MLT,USA
2021,MEX,BRA
2021,MEX,CAN
2021,MEX,CHN
2021,MEX,CZE
2021,MEX,DEU
2021,MEX,HKG
2021,MEX,HUN
2021,MEX,JPN
2021,MEX,KOR
2021,MEX,MYS
2021,MEX,TWN
2021,MEX,NLD
2021,MEX,PHL
2021,MEX,POL
2021,MEX,ROU
2021,MEX,IND
2021,MEX,SGP
2021,MEX,VNM
2021,MEX,ESP
2021,MEX,THA
2021,MEX,USA
2021,TWN,ARG
2021,TWN,AUS
2021,TWN,AUT
2021,TWN,BEL
2021,TWN,BRA
2021,TWN,BGR
2021,TWN,KHM
2021,TWN,CAN
2021,TWN,CHN
2021,TWN,CRI
2021,TWN,CZE
2021,TWN,DNK
2021,TWN,FIN
2021,TWN,FRA
2021,TWN,DEU
2021,TWN,HKG
2021,TWN,HUN
2021,TWN,IDN
2021,TWN,IRL
2021,TWN,ISR
2021,TWN,ITA
2021,TWN,JPN
2021,TWN,KOR
2021,TWN,LVA
2021,TWN,LTU
2021,TWN,MAC
2021,TWN,MYS
2021,TWN,MLT
2021,TWN,MEX
2021,TWN,NLD
2021,TWN,NZL
2021,TWN,NOR
2021,TWN,PHL
2021,TWN,POL
2021,TWN,PRT
2021,TWN,ROU
2021,TWN,RUS
2021,TWN,IND
2021,TWN,SGP
2021,TWN,SVK
2021,TWN,VNM
2021,TWN,SVN
2021,TWN,ZAF
2021,TWN,ESP
2021,TWN,SWE
2021,TWN,CHE
2021,TWN,THA
2021,TWN,ARE
2021,TWN,TUN
2021,TWN,TUR
2021,TWN,UKR
2021,TWN,EGY
2021,TWN,GBR
2021,TWN,USA
2021,MAR,CZE
2021,MAR,FRA
2021,MAR,DEU
2021,MAR,ITA
2021,MAR,POL
2021,MAR,ROU
2021,MAR,IND
2021,MAR,ESP
2021,MAR,CHE
2021,MAR,USA
2021,NLD,AUS
2021,NLD,AUT
2021,NLD,BEL
2021,NLD,BRA
2021,NLD,BGR
2021,NLD,BLR
2021,NLD,CAN
2021,NLD,LKA
2021,NLD,CHN
2021,NLD,HRV
2021,NLD,CZE
2021,NLD,DNK
2021,NLD,EST
2021,NLD,FIN
2021,NLD,FRA
2021,NLD,DEU
2021,NLD,GRC
2021,NLD,HKG
2021,NLD,HUN
2021,NLD,IDN
2021,NLD,IRL
2021,NLD,ISR
2021,NLD,ITA
2021,NLD,JPN
2021,NLD,KOR
2021,NLD,LVA
2021,NLD,LTU
2021,NLD,LUX
2021,NLD,MYS
2021,NLD,MLT
2021,NLD,MEX
2021,NLD,TWN
2021,NLD,MDA
2021,NLD,BES
2021,NLD,NOR
2021,NLD,PHL
2021,NLD,POL
2021,NLD,PRT
2021,NLD,ROU
2021,NLD,RUS
2021,NLD,SAU
2021,NLD,SRB
2021,NLD,IND
2021,NLD,SGP
2021,NLD,SVK
2021,NLD,VNM
2021,NLD,SVN
2021,NLD,ZAF
2021,NLD,ESP
2021,NLD,SWE
2021,NLD,CHE
2021,NLD,THA
2021,NLD,ARE
2021,NLD,TUN
2021,NLD,TUR
2021,NLD,UKR
2021,NLD,MKD
2021,NLD,EGY
2021,NLD,GBR
2021,NLD,USA
2021,NZL,AUS
2021,NZL,CHN
2021,NOR,CHN
2021,NOR,DEU
2021,NOR,HKG
2021,NOR,NLD
2021,NOR,POL
2021,NOR,ROU
2021,NOR,SWE
2021,NOR,THA
2021,NOR,GBR
2021,NOR,USA
2021,PHL,AUS
2021,PHL,AUT
2021,PHL,BEL
2021,PHL,BRA
2021,PHL,BGR
2021,PHL,CAN
2021,PHL,CHN
2021,PHL,CZE
2021,PHL,DNK
2021,PHL,FIN
2021,PHL,FRA
2021,PHL,DEU
2021,PHL,HKG
2021,PHL,HUN
2021,PHL,IDN
2021,PHL,IRL
2021,PHL,ISR
2021,PHL,ITA
2021,PHL,JPN
2021,PHL,KOR
2021,PHL,LTU
2021,PHL,LUX
2021,PHL,MYS
2021,PHL,MLT
2021,PHL,MEX
2021,PHL,TWN
2021,PHL,MAR
2021,PHL,NLD
2021,PHL,CUW
2021,PHL,NZL
2021,PHL,PAK
2021,PHL,POL
2021,PHL,PRT
2021,PHL,ROU
2021,PHL,RUS
2021,PHL,IND
2021,PHL,SGP
2021,PHL,SVK
2021,PHL,VNM
2021,PHL,ZAF
2021,PHL,ESP
2021,PHL,SWE
2021,PHL,CHE
2021,PHL,THA
2021,PHL,TUN
2021,PHL,TUR
2021,PHL,MKD
2021,PHL,GBR
2021,PHL,USA
2021,POL,BEL
2021,POL,BGR
2021,POL,BLR
2021,POL,LKA
2021,POL,CHN
2021,POL,CZE
2021,POL,DNK
2021,POL,EST
2021,POL,FIN
2021,POL,FRA
2021,POL,DEU
2021,POL,GRC
2021,POL,HKG
2021,POL,HUN
2021,POL,ITA
2021,POL,KOR
2021,POL,LVA
2021,POL,LTU
2021,POL,MEX
2021,POL,TWN
2021,POL,MDA
2021,POL,NLD
2021,POL,NOR
2021,POL,PRT
2021,POL,ROU
2021,POL,RUS
2021,POL,SVK
2021,POL,ESP
2021,POL,SWE
2021,POL,CHE
2021,POL,TUR
2021,POL,UKR
2021,POL,GBR
2021,POL,USA
2021,PRT,DNK
2021,PRT,EST
2021,PRT,FRA
2021,PRT,DEU
2021,PRT,HKG
2021,PRT,HUN
2021,PRT,ITA
2021,PRT,LVA
2021,PRT,MYS
2021,PRT,MEX
2021,PRT,TWN
2021,PRT,NLD
2021,PRT,POL
2021,PRT,SGP
2021,PRT,SVK
2021,PRT,ESP
2021,PRT,SWE
2021,PRT,ARE
2021,PRT,USA
2021,ROU,AUT
2021,ROU,CHN
2021,ROU,CZE
2021,ROU,FRA
2021,ROU,DEU
2021,ROU,HKG
2021,ROU,HUN
2021,ROU,ITA
2021,ROU,MEX
2021,ROU,MAR
2021,ROU,NLD
2021,ROU,POL
2021,ROU,SGP
2021,ROU,CHE
2021,ROU,GBR
2021,ROU,USA
2021,RUS,DZA
2021,RUS,BLR
2021,RUS,CHN
2021,RUS,CZE
2021,RUS,DEU
2021,RUS,HKG
2021,RUS,KAZ
2021,RUS,KOR
2021,RUS,TWN
2021,RUS,NLD
2021,RUS,POL
2021,RUS,IND
2021,RUS,UKR
2021,RUS,USA
2021,SAU,ARE
2021,SAU,USA
2021,SRB,HUN
2021,IND,BRA
2021,IND,CHN
2021,IND,FIN
2021,IND,FRA
2021,IND,DEU
2021,IND,HKG
2021,IND,HUN
2021,IND,IDN
2021,IND,IRL
2021,IND,ISR
2021,IND,KOR
2021,IND,LTU
2021,IND,MYS
2021,IND,MEX
2021,IND,TWN
2021,IND,NLD
2021,IND,SGP
2021,IND,VNM
2021,IND,THA
2021,IND,ARE
2021,IND,TUR
2021,IND,EGY
2021,IND,GBR
2021,IND,USA
2021,SGP,AUS
2021,SGP,AUT
2021,SGP,BGD
2021,SGP,BEL
2021,SGP,BRA
2021,SGP,BRN
2021,SGP,BGR
2021,SGP,MMR
2021,SGP,CAN
2021,SGP,LKA
2021,SGP,CHN
2021,SGP,COL
2021,SGP,CRI
2021,SGP,CZE
2021,SGP,DNK
2021,SGP,ECU
2021,SGP,EST
2021,SGP,FIN
2021,SGP,FRA
2021,SGP,DEU
2021,SGP,HKG
2021,SGP,HUN
2021,SGP,IDN
2021,SGP,IRL
2021,SGP,ISR
2021,SGP,ITA
2021,SGP,JPN
2021,SGP,KOR
2021,SGP,LVA
2021,SGP,LTU
2021,SGP,LUX
2021,SGP,MAC
2021,SGP,MYS
2021,SGP,MLT
2021,SGP,MEX
2021,SGP,TWN
2021,SGP,MAR
2021,SGP,NLD
2021,SGP,NZL
2021,SGP,NGA
2021,SGP,NOR
2021,SGP,PAK
2021,SGP,PHL
2021,SGP,POL
2021,SGP,PRT
2021,SGP,QAT
2021,SGP,ROU
