Period,num_nodes,num_edges,density,clustering,assortativity,shortest_path
2014-10-01,168,2050,0.14613629883090962,0.805159309751051,-0.4687543161514004,1.97276874821785
2014-11-01,173,2013,0.13530044360801183,0.7522272504874904,-0.4601358314441392,2.0294394407850516
2014-12-01,174,2006,0.1332801807188891,0.7615447427174602,-0.46351372545271685,2.030363431001262
2015-01-01,180,2021,0.12545003103662322,0.7671946674503182,-0.46329866912287165,2.032526381129733
2015-02-01,178,2000,0.12695994413762457,0.7570780595330139,-0.4585775601663268,2.044055100615756
2015-03-01,180,2119,0.13153320918684047,0.7479538223504796,-0.4585134123702006,2.040782122905028
2015-04-01,178,2038,0.12937218307623943,0.7656622752077051,-0.44855468226156187,2.062273852599505
2015-05-01,177,2039,0.1309065228556754,0.7460121910375017,-0.4482852129006992,2.024268104776579
2015-06-01,179,2062,0.1294331805913,0.7691982319262152,-0.4702142036903077,2.0323896804971437
2015-07-01,183,2109,0.12664384795532335,0.7698383267187001,-0.46103706654503546,2.010448567825617
2015-08-01,179,1983,0.1244742953989078,0.7238942177295759,-0.4304144071308797,2.0806603477496703
2015-09-01,183,2109,0.12664384795532335,0.7276500583894542,-0.44229404924624766,2.078484357172882
2015-10-01,178,2050,0.13013394274106518,0.7293273671357521,-0.43944499271105103,2.067923570113629
2015-11-01,178,2049,0.1300704627689964,0.7320215137588378,-0.43957449270371585,2.0512918174316
2015-12-01,176,2057,0.13357142857142856,0.72568128782405,-0.44260202402516513,2.052077922077922
2016-01-01,175,2021,0.13274220032840722,0.7413915023737323,-0.42988331528545237,2.0624630541871922
2016-02-01,175,2083,0.1368144499178982,0.7363287964580816,-0.4544182791455571,2.0422988505747126
2016-03-01,178,2105,0.13362534120484987,0.720201369399409,-0.45712479291349456,2.043674220783343
2016-04-01,172,2090,0.1421188630490956,0.7852083596052779,-0.4466842894285223,2.0108799129606965
2016-05-01,173,2081,0.13987095039655867,0.7145197115129157,-0.4356194670246954,2.0377066810055116
2016-06-01,171,2123,0.1460612315101479,0.7716344749862243,-0.4642160702643972,1.9825249398004816
2016-07-01,177,2030,0.13032871083718542,0.7485339681899199,-0.4353816042502864,2.09065228556754
2016-08-01,176,2078,0.13493506493506494,0.7249361216047295,-0.4333725059577966,2.038766233766234
2016-09-01,177,2073,0.13308936825885978,0.7315939090289532,-0.45177899765345625,2.073446327683616
2016-10-01,174,2113,0.14038934290080393,0.766397225073478,-0.44420258590940137,2.033087502491529
2016-11-01,178,2099,0.133244461372437,0.7235045065619748,-0.45722455785462474,2.0560528153367614
2016-12-01,172,2092,0.14225486196110432,0.7735580052547206,-0.44885350605153407,2.0129878960968313
2017-01-01,175,2013,0.13221674876847292,0.7386445463570148,-0.4495018547226753,2.032183908045977
2017-02-01,177,2084,0.13379558294812532,0.73562727364641,-0.44085837537575945,2.059322033898305
2017-03-01,178,2210,0.14029073827207517,0.7430027990038469,-0.44466929369027397,2.031739986034406
2017-04-01,175,2091,0.1373399014778325,0.7356245096485238,-0.4289128423398363,2.054646962233169
2017-05-01,177,2143,0.1375834617360041,0.748730857776584,-0.4483442239824939,2.029789419619928
2017-06-01,178,2149,0.13641845997587762,0.7397439664103174,-0.43878720007709604,2.0587189741636513
2017-07-01,180,2146,0.13320918684047175,0.753441998832284,-0.4261237990116464,2.047796399751707
2017-08-01,178,2127,0.13502190059036373,0.752567064543751,-0.41788166935150195,2.0410715419285217
2017-09-01,175,2085,0.13694581280788176,0.7194174240183611,-0.4239205072421334,2.0576026272577996
2017-10-01,176,2126,0.13805194805194806,0.7190937090215198,-0.42753358497075655,2.0653896103896106
2017-11-01,178,2177,0.13819589919380434,0.7321169910349491,-0.43839929889436113,2.045324700057132
2017-12-01,178,2121,0.13464102075795087,0.7464427716791099,-0.43928313393708274,2.0465308195264393
2018-01-01,171,2092,0.1439284485724114,0.7451016972658062,-0.4384228218864476,2.0084623323013417
2018-02-01,177,2113,0.13565742167437084,0.7280390534614266,-0.45295351979355325,2.04590395480226
2018-03-01,178,2137,0.13565670031105187,0.7568035036074822,-0.4537025600903867,2.0337713451406083
2018-04-01,180,2109,0.1309124767225326,0.7614700512692857,-0.4615951896799099,2.0605214152700184
2018-05-01,177,2125,0.13642783769902414,0.7686977387016136,-0.46178828547029865,2.0254879301489472
2018-06-01,181,2145,0.13167587476979742,0.7284662516946131,-0.45293399430994735,2.0547575199508903
2018-07-01,183,2157,0.1295262114934246,0.7499658305784597,-0.45053072817017475,2.042935206869633
2018-08-01,178,2140,0.1358471402272583,0.7282886852541101,-0.44261299389081216,2.0379610232971497
2018-09-01,178,2129,0.13514886053450137,0.7215490742326084,-0.44583331283020733,2.04062718212404
2018-10-01,177,2123,0.1362994350282486,0.7622868170597631,-0.4624878963021279,2.025873138161274
2018-11-01,179,2150,0.13495700207143305,0.7480787347272403,-0.4527014346519239,2.0285606678802335
2018-12-01,175,2131,0.1399671592775041,0.7454510195143639,-0.45757986789849725,2.0210837438423646
2019-01-01,179,2117,0.13288556901638315,0.7421106814212061,-0.4506312715017194,2.0628334693365136
2019-02-01,177,2107,0.13527221366204417,0.7555065383669325,-0.4245791989474521,2.042950693374422
2019-03-01,181,2200,0.13505217925107427,0.765718524957649,-0.45520346224114894,2.043339472068754
2019-04-01,181,2148,0.1318600368324125,0.7261615126087348,-0.4570947329070895,2.04561080417434
2019-05-01,179,2180,0.13684012303056933,0.7283997271201808,-0.44251157092753307,2.0638378005147198
2019-06-01,174,2142,0.142316125174407,0.773744943031402,-0.4512012134346424,2.016211547405488
2019-07-01,178,2205,0.1399733384117311,0.7422141392843327,-0.4631718204091481,2.0248841490509744
2019-08-01,178,2181,0.1384498190820796,0.758237117699055,-0.4609026843994521,2.02297974988891
2019-09-01,176,2180,0.14155844155844155,0.7453169476149067,-0.4627202776250207,2.0324025974025974
2019-10-01,178,2190,0.13902113883069891,0.7492351828309151,-0.4498607617010987,2.0116803148606617
2019-11-01,177,2206,0.141628145865434,0.7803169771008339,-0.44312459744706345,2.010785824345146
2019-12-01,174,2151,0.14291409208690453,0.75860498374072,-0.451782698167291,2.002458308418045
2020-01-01,170,2063,0.143612948137835,0.7512469314173036,-0.4509511904625708,2.019561434041072
2020-02-01,174,2083,0.13839611985914557,0.7287153750272197,-0.43533322925937323,2.058866520496977
2020-03-01,171,2060,0.14172686618507052,0.7574960097637305,-0.45247478132263463,2.020295837633299
2020-04-01,171,1804,0.12411420708634331,0.7051476902332567,-0.4459470784002221,2.096732026143791
2020-05-01,166,1907,0.1392479006936838,0.7181337410876141,-0.4467882086891918,2.05206279664111
2020-06-01,169,2016,0.14201183431952663,0.7406553030032436,-0.46027091036642453,2.0177514792899407
2020-07-01,173,2068,0.13899717703992473,0.7086882341397203,-0.4509585010600444,2.0575346148675897
2020-08-01,175,1992,0.1308374384236453,0.7226635301472071,-0.4528963517592887,2.0645648604269295
2020-09-01,169,2110,0.1486334178641871,0.7610469295879814,-0.4595983653266474,1.9871090448013524
2020-10-01,173,2129,0.14309719048259176,0.7592849028012563,-0.4558775697997245,2.0196262938567013
2020-11-01,175,2091,0.1373399014778325,0.7608015307350854,-0.4634377370171742,1.999671592775041
2020-12-01,170,2054,0.1429864253393665,0.7118961485932401,-0.4623795819556548,2.032300730943265
2021-01-01,169,1957,0.13785573400958015,0.7425283245737042,-0.4554668602822563,2.0464215271907578
2021-02-01,173,2033,0.1366447103105256,0.7280046169644427,-0.439811719502524,2.056391988170453
2021-03-01,176,2150,0.1396103896103896,0.7397259798666191,-0.4489648334814459,2.0362987012987013
2021-04-01,177,2106,0.13520801232665638,0.7590928693602296,-0.4653030268376396,2.0308808423215203
2021-05-01,177,2084,0.13379558294812532,0.7559735066422013,-0.4606699566888983,2.0514252696456086
2021-06-01,173,2095,0.14081193708831832,0.7536920495420397,-0.4591591459173217,2.043285387820944
2021-07-01,174,2098,0.13939273137997477,0.727313498777317,-0.4284774778172165,2.0449803999734235
2021-08-01,174,2108,0.14005713906052755,0.7151146188644912,-0.4464299795758918,
2021-09-01,173,2105,0.1414840704395752,0.7315066197609271,-0.44869811045722224,2.0357574942868664
2021-10-01,168,2078,0.14813230681494155,0.7576828757991438,-0.44558112222675134,2.010122611919019
2021-11-01,177,2164,0.1389316897791474,0.7283421865310965,-0.4459459094758463,2.0608628659476116
2021-12-01,171,2137,0.14702442380460956,0.706612923482597,-0.44541178314151,2.0371517027863777
2022-01-01,174,2119,0.1407879875091356,0.7364834452024743,-0.45675630177175724,2.0365424224304034
2022-02-01,174,2152,0.1429805328549598,0.7528441054012106,-0.45021045121566766,2.0453790445817552
2022-03-01,178,2192,0.13914809877483653,0.7482175502157132,-0.46606809009374517,2.0188535517044373
2022-04-01,180,2113,0.13116076970825574,0.7521378594819742,-0.4701771638221067,2.049224084419615
2022-05-01,178,2127,0.13502190059036373,0.7112083211632689,-0.460469576405626,2.045007300196788
2022-06-01,174,2163,0.14371138130356786,0.7355538988578222,-0.45531886244730324,2.02026443425686
2022-07-01,174,2177,0.14464155205634177,0.7364788012124786,-0.465027557678053,2.0073084844860807
2022-08-01,182,2222,0.13490377026288627,0.7314147200202208,-0.4713872954833222,2.031692064841236
2022-09-01,175,2195,0.14417077175697865,0.7809831703080644,-0.4833702372508474,2.0051231527093596
2022-10-01,177,2242,0.14393939393939395,0.7698379027157154,-0.462893460673621,1.9935156651258346
2022-11-01,176,2181,0.14162337662337662,0.7720751820543449,-0.49874799851298085,1.9843506493506493
2022-12-01,178,2118,0.13445058084174444,0.7462915847195418,-0.4832478585948977,2.0109820351679044
2023-01-01,168,2049,0.1460650128314799,0.776200035620891,-0.4723614570494045,1.9659252922725976
2023-02-01,179,2098,0.13169292574226352,0.7340678276664113,-0.47536399367684706,2.041052036909171
2023-03-01,180,2212,0.13730602110490378,0.7549949745109857,-0.47278057272003426,2.007324643078833
2023-04-01,176,2060,0.13376623376623376,0.7554522491066897,-0.4761330028361561,2.014155844155844
2023-05-01,179,2172,0.13633795744146632,0.7564725440247376,-0.4868116639283374,2.0039545540141863
2023-06-01,180,2127,0.13202979515828678,0.7688392976558865,-0.48706455310404806,2.027870887647424
2023-07-01,175,2021,0.13274220032840722,0.7254559155145006,-0.4822816196818597,2.0235796387520524
2023-08-01,173,2005,0.13476273692700633,0.7572393597117006,-0.47330774679358084,2.0165344804409195
