Period,TPU,GPR,DMGSRMRCHSACD,IPTOTSAKD,IMPCOV,NEER,REER,RETSALESSA,TOTRESV,UNEMPSA_,GEPU
2021-10-01,56.0620995564317,79.02923583984375,2925713.64820947,1788220378878.63,4.9330275872,100.93690052779,102.41218662225,104.10598865924,14432626.1388644,6.9953860907,195.25222383613615
2021-11-01,48.4903342600375,86.56914520263672,3130099.66154929,1813766323731.79,4.60457088177,101.41098360805,102.88139237576,104.48291955991,14412765.7586176,6.86052927108,228.04866213154315
2021-12-01,37.1166243406915,105.34542083740234,3150284.50115808,1830765747807.32,4.59654969223,101.77855296472,103.21595388497,104.17430980483,14480439.2542435,6.74123030023,266.16738207313057
2022-01-01,46.6062754365235,138.67498779296875,3125132.31371863,1837376330466.31,4.58404622427,101.7173230917,103.13446969597,102.1971860006,14325750.9830525,6.60094139072,232.05951564434272
2022-02-01,54.3041029766693,216.1590118408203,3238066.00222143,1845750441334.61,4.42269841628,101.75397315934,103.10514204394,103.10000931235,14320989.3798479,6.43469395372,191.88756506227168
2022-03-01,53.6275658016396,318.9549255371094,3075659.19930488,1836492770337.82,4.56521158629,102.53840643165,103.59838758235,104.48895459142,14041035.0121318,6.32275894567,330.0724872853031
2022-04-01,41.1926245586504,191.14309692382812,3236560.0899179,1810270039082.48,4.23816883923,103.09242773029,104.37166285566,100.22660275016,13717088.1193706,6.16859090581,302.96319944021843
2022-05-01,63.2872122603462,142.25848388671875,3377565.30369658,1821920696816.88,4.05821646884,103.70448520267,105.3036959843,100.25588655994,13706891.140058,6.08433054799,291.2564361143977
2022-06-01,74.5108202669431,130.7073211669922,3646737.180556,1839189674013.64,3.67053965078,103.93539566923,105.80611475768,99.71001874499,13385493.4171932,6.052909206,275.28262072254444
2022-07-01,67.0362253448498,117.17676544189453,3259821.10377652,1835879051268.78,4.09232714206,104.8015654507,106.77134353933,94.78026604726,13340254.3812313,5.96690676772,317.21271532102344
2022-08-01,65.8574380165289,132.86322021484375,3338358.90242674,1845182378547.65,3.94624164024,104.89747698784,106.74450483704,95.29638499721,13173970.9108231,5.95578023709,257.1891872900699
2022-09-01,48.5060147458284,131.98587036132812,3253032.32972414,1854166885443.51,3.9460695904,105.69380806513,107.52415728409,95.56060327798,12836691.9529182,5.94405648775,281.91782159326914
2022-10-01,46.5525918470055,143.16241455078125,3164421.11311123,1844079782600.12,4.04836140485,105.9439037527,107.78972644591,95.64819384892,12810720.3030148,5.91055017158,301.2885160393558
2022-11-01,49.3046776232616,116.7162857055664,3119992.48861999,1843119559951.72,4.20887039704,104.91640947146,106.48734303588,95.56371255413,13131644.0243424,5.89191444106,332.46600071547914
2022-12-01,48.7704354993817,111.19593811035156,3066669.42851345,1833070554355.39,4.31638474775,103.84037855863,105.17686275651,95.11913200163,13236925.1476299,5.87590882709,263.55212038786084
2023-01-01,52.73804363531281,104.26704406738281,3167954.32954504,1845748168564.14,4.22859165297,103.00783915983,104.27939660579,100.02157981137,13395985.2348927,5.84057352745,247.370606274351
2023-02-01,43.6817472698908,120.99437713623047,3091800.32500387,1853657204859.2,4.25212682836,103.11898489596,104.3870465044,100.2284720024,13146727.1098801,5.82316929478,243.4146358677818
2023-03-01,65.44138123085492,105.38619232177734,3191195.73753534,1853732011419.44,4.19007795348,103.25058577769,104.39105575638,99.73410615948,13371358.9050962,5.78994809928,310.65563693388395
2023-04-01,33.89330975537872,106.8235092163086,3117670.62819169,1840107036311.42,4.30946810961,102.76634870805,103.77568314178,100.77788552205,13435502.1484465,5.72134202152,231.6801125923934
2023-05-01,59.65593784683685,108.47425842285156,3164371.90889259,1856584834522.67,4.20916168655,103.03265704603,104.16533354834,101.16955649996,13319353.0009073,5.71344484009,228.3454254756037
2023-06-01,52.33044934412503,110.56951904296875,3153350.9358538,1863575435862.28,4.23888330122,103.04062678389,104.06562943997,101.07576190445,13366686.6248701,5.63479421407,229.72057183661707
2023-07-01,63.29554148987968,107.2617416381836,3056381.58728945,1859773070971.34,4.39819034824,102.60252510154,103.40167150956,100.88706346678,13442547.9977659,5.68650318665,226.33137756005183
2023-08-01,59.96592844974447,101.25176239013672,3173665.72286266,1870756707902.48,4.19888671477,103.05222415676,103.75632875563,101.0020666349,13325862.8408496,5.69561689049,211.1386900418957
2023-09-01,63.60424028268552,98.84249877929688,3260694.75570469,1873791035260.94,4.02751118567,103.69846589858,104.37768225786,101.03626765985,13132484.6016598,5.66776396207,243.8964714493466
2023-10-01,44.45941394408892,197.96975708007812,3313450.64801793,1875236633795.56,3.95041032137,104.07458462768,104.94236427005,100.13035292906,13089489.6392961,5.65507154652,226.0939169621176
2023-11-01,40.94827586206897,156.4874725341797,3106750.0299282,1881066164768.09,4.30981711388,103.40976122833,104.42766672537,100.68054338757,13393459.4371973,5.66117577697,246.8587807498108
2023-12-01,65.30730716203469,142.0740203857422,3007754.79875221,1887680762778.97,4.54985356258,103.33468364964,103.83491971356,100.59170589877,13684844.5357451,5.67067489468,255.95306781876724
2024-01-01,69.55399397676753,159.7572021484375,3105054.07423722,1879626746868.82,4.3810119323,103.65716789321,103.85333832275,101.811391008,13603442.3059372,5.68673521071,229.81531723547417
2024-02-01,62.48571210851177,146.54066467285156,3173075.992885,1890715035241.92,4.27838733022,103.98225410602,104.10083673252,102.08654798484,13575648.5395628,5.70920560482,197.36974267940516
2024-03-01,82.06412128798944,132.656494140625,2993105.4621947,1882858478813.18,4.59437007268,103.90884902355,103.92058303624,102.64859659773,13751510.0824804,5.67820301628,177.02254669663444
