year,iso3_d,dist,gdp_source_o,gdp_source_d,gdp_ppp_o,gdp_ppp_d,fta_wto
2001,SEN,13760.0,3.0,1.0,,15985300.698,0.0
2002,SEN,13760.0,3.0,1.0,,16336974.171,0.0
2003,SEN,13760.0,3.0,1.0,,17776351.73,0.0
2004,SEN,13760.0,3.0,1.0,,19337457.294,0.0
2005,SEN,13760.0,3.0,1.0,,21081920.306,0.0
2006,SEN,13760.0,3.0,1.0,,22264502.8,0.0
2007,SEN,13760.0,3.0,1.0,,23985827.435,0.0
2008,SEN,13760.0,3.0,1.0,,25356946.952,0.0
2009,SEN,13760.0,3.0,1.0,,26168626.151,0.0
2010,SEN,13760.0,3.0,1.0,,27595276.081,0.0
2011,SEN,13760.0,3.0,1.0,,28661034.906,0.0
2012,SEN,13760.0,3.0,1.0,,30476564.717,0.0
2013,SEN,13760.0,3.0,1.0,,32048092.111,0.0
2014,SEN,13760.0,3.0,1.0,,34028210.937,0.0
2015,SEN,13760.0,3.0,1.0,,36624866.573,0.0
2016,SEN,13760.0,3.0,1.0,,39573948.908,0.0
2017,SEN,13760.0,3.0,,,49402166.473,0.0
2018,SEN,13760.0,3.0,,,53723172.103,0.0
2019,SEN,13760.0,3.0,,,57207049.053,0.0
2020,SEN,13760.0,,,,58663949.709,0.0
2021,SEN,13760.0,,,,64807161.046,0.0
1996,SGP,3236.0,3.0,1.0,,126377548.294,0.0
1997,SGP,3236.0,3.0,1.0,,139197949.182,0.0
1998,SGP,3236.0,3.0,1.0,,137577513.858,0.0
1999,SGP,3236.0,3.0,1.0,,148196850.612,0.0
2000,SGP,3236.0,3.0,1.0,,165055027.232,0.0
2001,SGP,3236.0,3.0,1.0,,167208845.26,0.0
2002,SGP,3236.0,3.0,1.0,,176926130.084,0.0
2003,SGP,3236.0,3.0,1.0,,188457869.778,0.0
2004,SGP,3236.0,3.0,1.0,,212130952.952,0.0
2005,SGP,3236.0,3.0,1.0,,235354561.151,0.0
2006,SGP,3236.0,3.0,1.0,,264078812.405,0.0
2007,SGP,3236.0,3.0,1.0,,295808811.086,0.0
2008,SGP,3236.0,3.0,1.0,,307003100.348,0.0
2009,SGP,3236.0,3.0,1.0,,307468099.91,0.0
2010,SGP,3236.0,3.0,1.0,,358654973.137,0.0
2011,SGP,3236.0,3.0,1.0,,388844955.528,0.0
2012,SGP,3236.0,3.0,1.0,,411338966.394,0.0
2013,SGP,3236.0,3.0,1.0,,438886214.377,0.0
2014,SGP,3236.0,3.0,1.0,,462702704.165,1.0
2015,SGP,3236.0,3.0,1.0,,476719607.087,1.0
2016,SGP,3236.0,3.0,1.0,,492631127.714,1.0
2017,SGP,3236.0,3.0,,,534905707.126,1.0
2018,SGP,3236.0,3.0,,,567737068.646,1.0
2019,SGP,3236.0,3.0,,,584224076.701,1.0
2020,SGP,3236.0,,,,566768600.05,1.0
2021,SGP,3236.0,,,,635266669.766,1.0
1996,SHN,14464.0,3.0,,,,0.0
1997,SHN,14464.0,3.0,,,,0.0
1998,SHN,14464.0,3.0,,,,0.0
1999,SHN,14464.0,3.0,,,,0.0
2000,SHN,14464.0,3.0,,,,0.0
2001,SHN,14464.0,3.0,,,,0.0
2002,SHN,14464.0,3.0,,,,0.0
2003,SHN,14464.0,3.0,,,,0.0
2004,SHN,14464.0,3.0,,,,0.0
2005,SHN,14464.0,3.0,,,,0.0
2006,SHN,14464.0,3.0,,,,0.0
2007,SHN,14464.0,3.0,,,,0.0
2008,SHN,14464.0,3.0,,,,0.0
2009,SHN,14464.0,3.0,,,,0.0
2010,SHN,14464.0,3.0,,,,0.0
2011,SHN,14464.0,3.0,,,,0.0
2012,SHN,14464.0,3.0,,,,0.0
2013,SHN,14464.0,3.0,,,,0.0
2014,SHN,14464.0,3.0,,,,0.0
2015,SHN,14464.0,3.0,,,,0.0
2016,SHN,14464.0,3.0,,,,0.0
2017,SHN,14464.0,3.0,,,,0.0
2018,SHN,14464.0,3.0,,,,0.0
2019,SHN,14464.0,3.0,,,,0.0
2020,SHN,14464.0,,,,,0.0
2021,SHN,14464.0,,,,,0.0
1996,SLB,5652.0,3.0,1.0,,618938.536,0.0
1997,SLB,5652.0,3.0,1.0,,620468.49,0.0
1998,SLB,5652.0,3.0,1.0,,638390.611,0.0
1999,SLB,5652.0,3.0,1.0,,645032.018,0.0
2000,SLB,5652.0,3.0,1.0,,565585.858,0.0
2001,SLB,5652.0,3.0,1.0,,532320.999,0.0
2002,SLB,5652.0,3.0,1.0,,525358.978,0.0
2003,SLB,5652.0,3.0,1.0,,570664.212,0.0
2004,SLB,5652.0,3.0,1.0,,615077.773,0.0
2005,SLB,5652.0,3.0,1.0,,669286.212,0.0
2006,SLB,5652.0,3.0,1.0,,737769.828,0.0
2007,SLB,5652.0,3.0,1.0,,812846.374,0.0
2008,SLB,5652.0,3.0,1.0,,887589.825,0.0
2009,SLB,5652.0,3.0,1.0,,852047.686,0.0
2010,SLB,5652.0,3.0,1.0,,921925.182,0.0
2011,SLB,5652.0,3.0,1.0,,1062611.217,0.0
2012,SLB,5652.0,3.0,1.0,,1132621.508,0.0
2013,SLB,5652.0,3.0,1.0,,1185606.409,0.0
2014,SLB,5652.0,3.0,1.0,,1225025.05,0.0
2015,SLB,5652.0,3.0,1.0,,1284445.38,0.0
2016,SLB,5652.0,3.0,1.0,,1340240.938,0.0
2017,SLB,5652.0,3.0,,,1694060.82,0.0
2018,SLB,5652.0,3.0,,,1802926.865,0.0
2019,SLB,5652.0,3.0,,,1857280.227,0.0
2020,SLB,5652.0,,,,1798468.948,0.0
2021,SLB,5652.0,,,,1869881.544,0.0
1996,SLE,13871.0,3.0,1.0,,3088143.444,0.0
1997,SLE,13871.0,3.0,1.0,,2956398.154,0.0
1998,SLE,13871.0,3.0,1.0,,3041827.49,0.0
1999,SLE,13871.0,3.0,1.0,,3027249.436,0.0
2000,SLE,13871.0,3.0,1.0,,3302112.539,0.0
2001,SLE,13871.0,3.0,1.0,,3136209.794,0.0
2002,SLE,13871.0,3.0,1.0,,4020839.129,0.0
2003,SLE,13871.0,3.0,1.0,,4485790.119,0.0
2004,SLE,13871.0,3.0,1.0,,4904929.887,0.0
2005,SLE,13871.0,3.0,1.0,,5282095.762,0.0
2006,SLE,13871.0,3.0,1.0,,5745222.949,0.0
2007,SLE,13871.0,3.0,1.0,,6373412.348,0.0
2008,SLE,13871.0,3.0,1.0,,6849328.423,0.0
2009,SLE,13871.0,3.0,1.0,,7222223.512,0.0
2010,SLE,13871.0,3.0,1.0,,7702647.247,0.0
2011,SLE,13871.0,3.0,1.0,,8239839.598,0.0
2012,SLE,13871.0,3.0,1.0,,9665618.312,0.0
2013,SLE,13871.0,3.0,1.0,,11856363.228,0.0
2014,SLE,13871.0,3.0,1.0,,12618573.996,0.0
2015,SLE,13871.0,3.0,1.0,,10140867.441,0.0
2016,SLE,13871.0,3.0,1.0,,10897574.492,0.0
2017,SLE,13871.0,3.0,,,12234073.368,0.0
2018,SLE,13871.0,3.0,,,12960334.789,0.0
2019,SLE,13871.0,3.0,,,13885306.125,0.0
2020,SLE,13871.0,,,,13775967.174,0.0
2021,SLE,13871.0,,,,14786065.119,0.0
1996,SLV,14594.0,3.0,1.0,,24255124.464,0.0
1997,SLV,14594.0,3.0,1.0,,25717835.19,0.0
1998,SLV,14594.0,3.0,1.0,,26971493.667,0.0
1999,SLV,14594.0,3.0,1.0,,28328753.88,0.0
2000,SLV,14594.0,3.0,1.0,,29597076.479,0.0
2001,SLV,14594.0,3.0,1.0,,30788886.301,0.0
2002,SLV,14594.0,3.0,1.0,,31993311.167,0.0
2003,SLV,14594.0,3.0,1.0,,33381807.624,0.0
2004,SLV,14594.0,3.0,1.0,,34934442.668,0.0
2005,SLV,14594.0,3.0,1.0,,37343204.362,0.0
2006,SLV,14594.0,3.0,1.0,,39996215.257,0.0
2007,SLV,14594.0,3.0,1.0,,42637281.595,0.0
2008,SLV,14594.0,3.0,1.0,,44027470.138,1.0
2009,SLV,14594.0,3.0,1.0,,42971948.875,1.0
2010,SLV,14594.0,3.0,1.0,,44090668.437,1.0
2011,SLV,14594.0,3.0,1.0,,45998522.379,1.0
2012,SLV,14594.0,3.0,1.0,,47727037.752,1.0
2013,SLV,14594.0,3.0,1.0,,49393417.063,1.0
2014,SLV,14594.0,3.0,1.0,,50994429.811,1.0
2015,SLV,14594.0,3.0,1.0,,52727946.708,1.0
2016,SLV,14594.0,3.0,1.0,,54685594.636,1.0
2017,SLV,14594.0,3.0,,,54005533.545,1.0
2018,SLV,14594.0,3.0,,,56640682.84,1.0
2019,SLV,14594.0,3.0,,,59027472.792,1.0
2020,SLV,14594.0,,,,54612511.534,1.0
2021,SLV,14594.0,,,,63025598.619,1.0
1996,SMR,9510.0,3.0,,,,0.0
1997,SMR,9510.0,3.0,,,,0.0
1998,SMR,9510.0,3.0,,,,0.0
1999,SMR,9510.0,3.0,1.0,,,0.0
2000,SMR,9510.0,3.0,1.0,,,0.0
2001,SMR,9510.0,3.0,1.0,,,0.0
2002,SMR,9510.0,3.0,1.0,,,0.0
2003,SMR,9510.0,3.0,1.0,,,0.0
2004,SMR,9510.0,3.0,1.0,,,0.0
2005,SMR,9510.0,3.0,1.0,,,0.0
2006,SMR,9510.0,3.0,1.0,,,0.0
2007,SMR,9510.0,3.0,1.0,,,0.0
2008,SMR,9510.0,3.0,1.0,,,0.0
2009,SMR,9510.0,3.0,,,,0.0
2010,SMR,9510.0,3.0,,,,0.0
2011,SMR,9510.0,3.0,,,,0.0
2012,SMR,9510.0,3.0,,,,0.0
2013,SMR,9510.0,3.0,,,,0.0
2014,SMR,9510.0,3.0,,,,0.0
2015,SMR,9510.0,3.0,,,,0.0
2016,SMR,9510.0,3.0,,,,0.0
2017,SMR,9510.0,3.0,,,1982111.204,0.0
2018,SMR,9510.0,3.0,,,2059782.301,0.0
2019,SMR,9510.0,3.0,,,2139935.756,0.0
2020,SMR,9510.0,,,,2021751.373,0.0
2021,SMR,9510.0,,,,,0.0
1996,SOM,8520.0,3.0,,,,0.0
1997,SOM,8520.0,3.0,,,,0.0
1998,SOM,8520.0,3.0,,,,0.0
1999,SOM,8520.0,3.0,,,,0.0
2000,SOM,8520.0,3.0,,,,0.0
2001,SOM,8520.0,3.0,,,,0.0
2002,SOM,8520.0,3.0,,,,0.0
2003,SOM,8520.0,3.0,,,,0.0
2004,SOM,8520.0,3.0,,,,0.0
2005,SOM,8520.0,3.0,,,,0.0
2006,SOM,8520.0,3.0,,,,0.0
2007,SOM,8520.0,3.0,,,,0.0
2008,SOM,8520.0,3.0,,,,0.0
2009,SOM,8520.0,3.0,,,,0.0
2010,SOM,8520.0,3.0,,,,0.0
2011,SOM,8520.0,3.0,,,,0.0
2012,SOM,8520.0,3.0,,,,0.0
2013,SOM,8520.0,3.0,1.0,,,0.0
2014,SOM,8520.0,3.0,1.0,,,0.0
2015,SOM,8520.0,3.0,1.0,,,0.0
2016,SOM,8520.0,3.0,1.0,,,0.0
2017,SOM,8520.0,3.0,,,15743349.48,0.0
2018,SOM,8520.0,3.0,,,17357253.758,0.0
2019,SOM,8520.0,3.0,,,19095532.299,0.0
2020,SOM,8520.0,,,,19797265.599,0.0
2021,SOM,8520.0,,,,21307471.986,0.0
1996,SPM,12051.0,3.0,,,,0.0
1997,SPM,12051.0,3.0,,,,0.0
1998,SPM,12051.0,3.0,,,,0.0
1999,SPM,12051.0,3.0,,,,0.0
2000,SPM,12051.0,3.0,,,,0.0
2001,SPM,12051.0,3.0,,,,0.0
2002,SPM,12051.0,3.0,,,,0.0
2003,SPM,12051.0,3.0,,,,0.0
2004,SPM,12051.0,3.0,,,,0.0
2005,SPM,12051.0,3.0,,,,0.0
2006,SPM,12051.0,3.0,,,,0.0
2007,SPM,12051.0,3.0,,,,0.0
2008,SPM,12051.0,3.0,,,,0.0
2009,SPM,12051.0,3.0,,,,0.0
2010,SPM,12051.0,3.0,,,,0.0
2011,SPM,12051.0,3.0,,,,0.0
2012,SPM,12051.0,3.0,,,,0.0
2013,SPM,12051.0,3.0,,,,0.0
2014,SPM,12051.0,3.0,,,,0.0
2015,SPM,12051.0,3.0,,,,0.0
2016,SPM,12051.0,3.0,,,,0.0
2017,SPM,12051.0,3.0,,,,0.0
2018,SPM,12051.0,3.0,,,,0.0
2019,SPM,12051.0,3.0,,,,0.0
2020,SPM,12051.0,,,,,0.0
2021,SPM,12051.0,,,,,0.0
1996,SRB,,3.0,,,,
1997,SRB,,3.0,,,,
1998,SRB,,3.0,,,,
1999,SRB,,3.0,,,,
2000,SRB,,3.0,,,,
2001,SRB,,3.0,,,,
2002,SRB,,3.0,,,,
2003,SRB,,3.0,,,,
2004,SRB,,3.0,,,,
2005,SRB,,3.0,,,,
2006,SRB,8901.0,3.0,1.0,,71267489.961,0.0
2007,SRB,8901.0,3.0,1.0,,77300696.441,0.0
2008,SRB,8901.0,3.0,1.0,,87628116.55,0.0
2009,SRB,8901.0,3.0,1.0,,86691357.146,0.0
2010,SRB,8901.0,3.0,1.0,,88217234.627,0.0
2011,SRB,8901.0,3.0,1.0,,93810546.883,0.0
2012,SRB,8901.0,3.0,1.0,,94365300.851,0.0
2013,SRB,8901.0,3.0,1.0,,98667985.41,0.0
2014,SRB,8901.0,3.0,1.0,,98444823.587,0.0
2015,SRB,8901.0,3.0,1.0,,100129608.952,0.0
2016,SRB,8901.0,3.0,1.0,,102415691.154,0.0
2017,SRB,8901.0,3.0,,,116623638.92,0.0
2018,SRB,8901.0,3.0,,,123717119.918,0.0
2019,SRB,8901.0,3.0,,,130725718.815,0.0
2020,SRB,8901.0,,,,131731603.498,0.0
2021,SRB,8901.0,,,,146685088.088,0.0
1996,SSD,,3.0,,,,
1997,SSD,,3.0,,,,
1998,SSD,,3.0,,,,
1999,SSD,,3.0,,,,
2000,SSD,,3.0,,,,
2001,SSD,,3.0,,,,
2002,SSD,,3.0,,,,
2003,SSD,,3.0,,,,
2004,SSD,,3.0,,,,
2005,SSD,,3.0,,,,
2006,SSD,,3.0,,,,
2007,SSD,,3.0,,,,
2008,SSD,,3.0,,,,
2009,SSD,,3.0,,,,
2010,SSD,,3.0,,,,
2011,SSD,9778.0,3.0,1.0,,36383425.753,0.0
2012,SSD,9778.0,3.0,1.0,,19978529.362,0.0
2013,SSD,9778.0,3.0,1.0,,22966674.909,0.0
2014,SSD,9778.0,3.0,1.0,,24166545.947,0.0
2015,SSD,9778.0,3.0,1.0,,22875526.538,0.0
2016,SSD,9778.0,3.0,,,,0.0
2017,SSD,9778.0,3.0,,,,0.0
2018,SSD,9778.0,3.0,,,,0.0
2019,SSD,9778.0,3.0,,,,0.0
2020,SSD,9778.0,,,,,0.0
2021,SSD,9778.0,,,,,0.0
1996,STP,12480.0,3.0,,,,0.0
1997,STP,12480.0,3.0,,,,0.0
1998,STP,12480.0,3.0,,,,0.0
1999,STP,12480.0,3.0,,,,0.0
2000,STP,12480.0,3.0,1.0,,,0.0
2001,STP,12480.0,3.0,1.0,,231641.978,0.0
2002,STP,12480.0,3.0,1.0,,240788.338,0.0
2003,STP,12480.0,3.0,1.0,,261733.571,0.0
2004,STP,12480.0,3.0,1.0,,279236.543,0.0
2005,STP,12480.0,3.0,1.0,,308667.126,0.0
2006,STP,12480.0,3.0,1.0,,347151.652,0.0
2007,STP,12480.0,3.0,1.0,,367986.064,0.0
2008,STP,12480.0,3.0,1.0,,405919.412,0.0
2009,STP,12480.0,3.0,1.0,,418925.647,0.0
2010,STP,12480.0,3.0,1.0,,452334.225,0.0
2011,STP,12480.0,3.0,1.0,,481978.562,0.0
2012,STP,12480.0,3.0,1.0,,506279.459,0.0
2013,STP,12480.0,3.0,1.0,,539225.903,0.0
2014,STP,12480.0,3.0,1.0,,582952.663,0.0
2015,STP,12480.0,3.0,1.0,,612636.173,0.0
2016,STP,12480.0,3.0,1.0,,645521.0,0.0
2017,STP,12480.0,3.0,,,818599.65,0.0
2018,STP,12480.0,3.0,,,862842.035,0.0
2019,STP,12480.0,3.0,,,897693.237,0.0
2020,STP,12480.0,,,,936583.091,0.0
2021,STP,12480.0,,,,993060.61,0.0
1996,SUN,,3.0,,,,
1997,SUN,,3.0,,,,
1998,SUN,,3.0,,,,
1999,SUN,,3.0,,,,
2000,SUN,,3.0,,,,
2001,SUN,,3.0,,,,
2002,SUN,,3.0,,,,
2003,SUN,,3.0,,,,
2004,SUN,,3.0,,,,
2005,SUN,,3.0,,,,
2006,SUN,,3.0,,,,
2007,SUN,,3.0,,,,
2008,SUN,,3.0,,,,
2009,SUN,,3.0,,,,
2010,SUN,,3.0,,,,
2011,SUN,,3.0,,,,
2012,SUN,,3.0,,,,
2013,SUN,,3.0,,,,
2014,SUN,,3.0,,,,
2015,SUN,,3.0,,,,
2016,SUN,,3.0,,,,
2017,SUN,,3.0,,,,
2018,SUN,,3.0,,,,
2019,SUN,,3.0,,,,
2020,SUN,,,,,,
2021,SUN,,,,,,
1996,SUR,16569.0,3.0,1.0,,3208023.113,0.0
1997,SUR,16569.0,3.0,1.0,,3450106.175,0.0
1998,SUR,16569.0,3.0,1.0,,3542100.946,0.0
1999,SUR,16569.0,3.0,1.0,,3564980.59,0.0
2000,SUR,16569.0,3.0,1.0,,3643598.023,0.0
2001,SUR,16569.0,3.0,1.0,,3896308.452,0.0
2002,SUR,16569.0,3.0,1.0,,4126232.672,0.0
2003,SUR,16569.0,3.0,1.0,,4461450.153,0.0
2004,SUR,16569.0,3.0,1.0,,5008435.906,0.0
2005,SUR,16569.0,3.0,1.0,,5405876.443,0.0
2006,SUR,16569.0,3.0,1.0,,5786041.718,0.0
2007,SUR,16569.0,3.0,1.0,,6243651.546,0.0
2008,SUR,16569.0,3.0,1.0,,6629902.342,0.0
2009,SUR,16569.0,3.0,1.0,,6881574.792,0.0
2010,SUR,16569.0,3.0,1.0,,7325663.731,0.0
2011,SUR,16569.0,3.0,1.0,,7914263.444,0.0
2012,SUR,16569.0,3.0,1.0,,8276891.763,0.0
2013,SUR,16569.0,3.0,1.0,,8657283.109,0.0
2014,SUR,16569.0,3.0,1.0,,8844320.423,0.0
2015,SUR,16569.0,3.0,1.0,,8697894.42,0.0
2016,SUR,16569.0,3.0,1.0,,7898865.048,0.0
2017,SUR,16569.0,3.0,,,10430862.51,0.0
2018,SUR,16569.0,3.0,,,11208535.087,0.0
2019,SUR,16569.0,3.0,,,11534348.344,0.0
2020,SUR,16569.0,,,,9816371.214,0.0
2021,SUR,16569.0,,,,9868609.444,0.0
1996,SVK,8968.0,3.0,1.0,,50301306.141,0.0
1997,SVK,8968.0,3.0,1.0,,54163157.556,0.0
1998,SVK,8968.0,3.0,1.0,,57152401.815,0.0
1999,SVK,8968.0,3.0,1.0,,57741226.846,0.0
2000,SVK,8968.0,3.0,1.0,,61150720.717,0.0
2001,SVK,8968.0,3.0,1.0,,66696645.595,0.0
2002,SVK,8968.0,3.0,1.0,,71483327.517,0.0
2003,SVK,8968.0,3.0,1.0,,75973646.884,0.0
2004,SVK,8968.0,3.0,1.0,,81652852.265,0.0
2005,SVK,8968.0,3.0,1.0,,89275283.993,0.0
2006,SVK,8968.0,3.0,1.0,,101419212.691,0.0
2007,SVK,8968.0,3.0,1.0,,113709966.367,0.0
2008,SVK,8968.0,3.0,1.0,,127442872.56,0.0
2009,SVK,8968.0,3.0,1.0,,124333281.546,0.0
2010,SVK,8968.0,3.0,1.0,,134842550.339,0.0
2011,SVK,8968.0,3.0,1.0,,139467276.321,0.0
2012,SVK,8968.0,3.0,1.0,,144098039.41,0.0
2013,SVK,8968.0,3.0,1.0,,151020664.842,0.0
2014,SVK,8968.0,3.0,1.0,,157249582.27,0.0
2015,SVK,8968.0,3.0,1.0,,162209938.464,0.0
2016,SVK,8968.0,3.0,1.0,,166291810.707,0.0
2017,SVK,8968.0,3.0,,,163511752.735,0.0
2018,SVK,8968.0,3.0,,,170018737.607,0.0
2019,SVK,8968.0,3.0,,,174350289.2,0.0
2020,SVK,8968.0,,,,171169481.096,0.0
2021,SVK,8968.0,,,,179815207.249,0.0
1996,SVN,9252.0,3.0,1.0,,28383002.368,0.0
1997,SVN,9252.0,3.0,1.0,,30306251.616,0.0
1998,SVN,9252.0,3.0,1.0,,31754417.297,0.0
1999,SVN,9252.0,3.0,1.0,,33844952.075,0.0
2000,SVN,9252.0,3.0,1.0,,35873180.67,0.0
2001,SVN,9252.0,3.0,1.0,,37846698.512,0.0
2002,SVN,9252.0,3.0,1.0,,40498975.974,0.0
2003,SVN,9252.0,3.0,1.0,,42174601.093,0.0
2004,SVN,9252.0,3.0,1.0,,45517750.685,0.0
2005,SVN,9252.0,3.0,1.0,,47901860.736,0.0
2006,SVN,9252.0,3.0,1.0,,51733016.594,0.0
2007,SVN,9252.0,3.0,1.0,,55689655.161,0.0
2008,SVN,9252.0,3.0,1.0,,59879849.603,0.0
2009,SVN,9252.0,3.0,1.0,,56099203.174,0.0
2010,SVN,9252.0,3.0,1.0,,56936222.201,0.0
2011,SVN,9252.0,3.0,1.0,,59131529.881,0.0
2012,SVN,9252.0,3.0,1.0,,59332421.6,0.0
2013,SVN,9252.0,3.0,1.0,,60834444.883,0.0
2014,SVN,9252.0,3.0,1.0,,63910558.689,0.0
2015,SVN,9252.0,3.0,1.0,,65960054.417,0.0
2016,SVN,9252.0,3.0,1.0,,67901475.7,0.0
2017,SVN,9252.0,3.0,,,75438769.515,0.0
2018,SVN,9252.0,3.0,,,80802113.063,0.0
2019,SVN,9252.0,3.0,,,84936451.275,0.0
2020,SVN,9252.0,,,,83519139.71,0.0
2021,SVN,9252.0,,,,91917491.837,0.0
1996,SWE,8369.0,3.0,1.0,,208704890.566,0.0
1997,SWE,8369.0,3.0,1.0,,216258317.212,0.0
1998,SWE,8369.0,3.0,1.0,,225507697.11,0.0
1999,SWE,8369.0,3.0,1.0,,240476901.751,0.0
2000,SWE,8369.0,3.0,1.0,,259580034.318,0.0
2001,SWE,8369.0,3.0,1.0,,264227780.974,0.0
2002,SWE,8369.0,3.0,1.0,,272994495.762,0.0
2003,SWE,8369.0,3.0,1.0,,281923490.897,0.0
2004,SWE,8369.0,3.0,1.0,,301748304.255,0.0
2005,SWE,8369.0,3.0,1.0,,306709165.411,0.0
2006,SWE,8369.0,3.0,1.0,,339972627.379,0.0
2007,SWE,8369.0,3.0,1.0,,371081729.184,0.0
2008,SWE,8369.0,3.0,1.0,,385875885.894,0.0
2009,SWE,8369.0,3.0,1.0,,369088980.673,0.0
2010,SWE,8369.0,3.0,1.0,,390766179.44,0.0
2011,SWE,8369.0,3.0,1.0,,413450885.918,0.0
2012,SWE,8369.0,3.0,1.0,,425753757.929,0.0
2013,SWE,8369.0,3.0,1.0,,438479748.202,0.0
2014,SWE,8369.0,3.0,1.0,,449945500.322,0.0
2015,SWE,8369.0,3.0,1.0,,468629391.989,0.0
2016,SWE,8369.0,3.0,1.0,,486984675.459,0.0
2017,SWE,8369.0,3.0,,,522476835.542,0.0
2018,SWE,8369.0,3.0,,,544594045.42,0.0
2019,SWE,8369.0,3.0,,,561214693.598,0.0
2020,SWE,8369.0,,,,570111093.189,0.0
2021,SWE,8369.0,,,,617907203.164,0.0
1996,SWZ,11236.0,3.0,1.0,,4152089.488,0.0
1997,SWZ,11236.0,3.0,1.0,,4354188.859,0.0
1998,SWZ,11236.0,3.0,1.0,,4516058.272,0.0
1999,SWZ,11236.0,3.0,1.0,,4720471.094,0.0
2000,SWZ,11236.0,3.0,1.0,,4912865.547,0.0
2001,SWZ,11236.0,3.0,1.0,,5077824.975,0.0
2002,SWZ,11236.0,3.0,1.0,,5381604.003,0.0
2003,SWZ,11236.0,3.0,1.0,,5701897.889,0.0
2004,SWZ,11236.0,3.0,1.0,,6070997.876,0.0
2005,SWZ,11236.0,3.0,1.0,,6642244.385,0.0
2006,SWZ,11236.0,3.0,1.0,,7256554.265,0.0
2007,SWZ,11236.0,3.0,1.0,,7780096.692,0.0
2008,SWZ,11236.0,3.0,1.0,,7997892.262,0.0
2009,SWZ,11236.0,3.0,1.0,,8184752.555,0.0
2010,SWZ,11236.0,3.0,1.0,,8599018.821,0.0
2011,SWZ,11236.0,3.0,1.0,,8973785.938,0.0
2012,SWZ,11236.0,3.0,1.0,,9571895.132,0.0
2013,SWZ,11236.0,3.0,1.0,,10393434.285,0.0
2014,SWZ,11236.0,3.0,1.0,,11028731.638,0.0
2015,SWZ,11236.0,3.0,1.0,,11310595.017,0.0
2016,SWZ,11236.0,3.0,1.0,,11205076.63,0.0
2017,SWZ,11236.0,3.0,,,9457426.062,0.0
2018,SWZ,11236.0,3.0,,,9914116.144,0.0
2019,SWZ,11236.0,3.0,,,10353996.317,0.0
2020,SWZ,11236.0,,,,10284873.742,0.0
2021,SWZ,11236.0,,,,11507754.0,0.0
1996,SXM,,3.0,,,,
1997,SXM,,3.0,,,,
1998,SXM,,3.0,,,,
1999,SXM,,3.0,,,,
2000,SXM,,3.0,,,,
2001,SXM,,3.0,,,,
2002,SXM,,3.0,,,,
2003,SXM,,3.0,,,,
2004,SXM,,3.0,,,,
2005,SXM,,3.0,,,,
2006,SXM,,3.0,,,,
2007,SXM,,3.0,,,,
2008,SXM,,3.0,,,,
2009,SXM,,3.0,,,,
2010,SXM,15218.0,3.0,,,,0.0
2011,SXM,15218.0,3.0,1.0,,1214600.999,0.0
2012,SXM,15218.0,3.0,,,,0.0
2013,SXM,15218.0,3.0,,,,0.0
2014,SXM,15218.0,3.0,,,,0.0
2015,SXM,15218.0,3.0,,,,0.0
2016,SXM,15218.0,3.0,,,,0.0
2017,SXM,15218.0,3.0,,,1538327.625,0.0
2018,SXM,15218.0,3.0,,,1471123.298,0.0
2019,SXM,15218.0,3.0,,,,0.0
2020,SXM,15218.0,,,,,0.0
2021,SXM,15218.0,,,,,0.0
1996,SYC,7845.0,3.0,1.0,,885536.862,0.0
1997,SYC,7845.0,3.0,1.0,,1008429.738,0.0
1998,SYC,7845.0,3.0,1.0,,1105035.826,0.0
1999,SYC,7845.0,3.0,1.0,,1142949.342,0.0
2000,SYC,7845.0,3.0,1.0,,1186659.356,0.0
2001,SYC,7845.0,3.0,1.0,,1186136.996,0.0
2002,SYC,7845.0,3.0,1.0,,1218952.357,0.0
2003,SYC,7845.0,3.0,1.0,,1170066.713,0.0
2004,SYC,7845.0,3.0,1.0,,1167970.983,0.0
2005,SYC,7845.0,3.0,1.0,,1314121.207,0.0
2006,SYC,7845.0,3.0,1.0,,1481900.0,0.0
2007,SYC,7845.0,3.0,1.0,,1679883.648,0.0
2008,SYC,7845.0,3.0,1.0,,1676063.693,0.0
2009,SYC,7845.0,3.0,1.0,,1670126.998,0.0
2010,SYC,7845.0,3.0,1.0,,1791195.218,0.0
2011,SYC,7845.0,3.0,1.0,,1972370.137,0.0
2012,SYC,7845.0,3.0,1.0,,2141482.321,0.0
2013,SYC,7845.0,3.0,1.0,,2307715.619,0.0
2014,SYC,7845.0,3.0,1.0,,2426948.878,0.0
2015,SYC,7845.0,3.0,1.0,,2538864.425,0.0
2016,SYC,7845.0,3.0,1.0,,2688005.794,0.0
2017,SYC,7845.0,3.0,,,2694789.883,0.0
2018,SYC,7845.0,3.0,,,2847431.312,0.0
2019,SYC,7845.0,3.0,,,2987850.188,0.0
2020,SYC,7845.0,,,,2790312.368,0.0
2021,SYC,7845.0,,,,2959935.893,0.0
1996,SYR,7931.0,3.0,1.0,,,0.0
1997,SYR,7931.0,3.0,1.0,,,0.0
1998,SYR,7931.0,3.0,1.0,,,0.0
1999,SYR,7931.0,3.0,1.0,,,0.0
2000,SYR,7931.0,3.0,1.0,,,0.0
2001,SYR,7931.0,3.0,1.0,,,0.0
2002,SYR,7931.0,3.0,1.0,,,0.0
2003,SYR,7931.0,3.0,1.0,,,0.0
