year,iso3_d,dist,gdp_source_o,gdp_source_d,gdp_ppp_o,gdp_ppp_d,fta_wto
2015,DOM,15038.0,3.0,1.0,,149893354.99,0.0
2016,DOM,15038.0,3.0,1.0,,161956544.155,0.0
2017,DOM,15038.0,3.0,,,175940743.803,0.0
2018,DOM,15038.0,3.0,,,192722590.945,0.0
2019,DOM,15038.0,3.0,,,206080680.233,0.0
2020,DOM,15038.0,,,,194548406.721,0.0
2021,DOM,15038.0,,,,227499666.713,0.0
1996,DZA,10617.0,3.0,1.0,,207641164.439,0.0
1997,DZA,10617.0,3.0,1.0,,213518094.862,0.0
1998,DZA,10617.0,3.0,1.0,,226842921.991,0.0
1999,DZA,10617.0,3.0,1.0,,237684411.606,0.0
2000,DZA,10617.0,3.0,1.0,,252378337.269,0.0
2001,DZA,10617.0,3.0,1.0,,265895354.317,0.0
2002,DZA,10617.0,3.0,1.0,,285121071.817,0.0
2003,DZA,10617.0,3.0,1.0,,311750062.356,0.0
2004,DZA,10617.0,3.0,1.0,,334101382.416,0.0
2005,DZA,10617.0,3.0,1.0,,365224666.421,0.0
2006,DZA,10617.0,3.0,1.0,,382786519.765,0.0
2007,DZA,10617.0,3.0,1.0,,406228270.929,0.0
2008,DZA,10617.0,3.0,1.0,,423972500.308,0.0
2009,DZA,10617.0,3.0,1.0,,434165114.775,0.0
2010,DZA,10617.0,3.0,1.0,,455438685.977,0.0
2011,DZA,10617.0,3.0,1.0,,478284400.072,0.0
2012,DZA,10617.0,3.0,1.0,,503532962.334,0.0
2013,DZA,10617.0,3.0,1.0,,525826096.308,0.0
2014,DZA,10617.0,3.0,1.0,,555521133.801,0.0
2015,DZA,10617.0,3.0,1.0,,582629895.329,0.0
2016,DZA,10617.0,3.0,1.0,,612133180.845,0.0
2017,DZA,10617.0,3.0,,,485801342.039,0.0
2018,DZA,10617.0,3.0,,,502878668.099,0.0
2019,DZA,10617.0,3.0,,,516992474.187,0.0
2020,DZA,10617.0,,,,496539051.022,0.0
2021,DZA,10617.0,,,,537071798.264,0.0
1996,ECU,16605.0,3.0,1.0,,66759716.909,0.0
1997,ECU,16605.0,3.0,1.0,,70841032.129,0.0
1998,ECU,16605.0,3.0,1.0,,73948995.263,0.0
1999,ECU,16605.0,3.0,1.0,,71522291.125,0.0
2000,ECU,16605.0,3.0,1.0,,73948445.631,0.0
2001,ECU,16605.0,3.0,1.0,,78670825.175,0.0
2002,ECU,16605.0,3.0,1.0,,83150964.937,0.0
2003,ECU,16605.0,3.0,1.0,,87118288.145,0.0
2004,ECU,16605.0,3.0,1.0,,96863794.837,0.0
2005,ECU,16605.0,3.0,1.0,,105270798.941,0.0
2006,ECU,16605.0,3.0,1.0,,113283044.857,0.0
2007,ECU,16605.0,3.0,1.0,,118844885.898,0.0
2008,ECU,16605.0,3.0,1.0,,128879488.764,0.0
2009,ECU,16605.0,3.0,1.0,,130593880.442,0.0
2010,ECU,16605.0,3.0,1.0,,136848941.124,0.0
2011,ECU,16605.0,3.0,1.0,,150664137.576,0.0
2012,ECU,16605.0,3.0,1.0,,162096444.04,0.0
2013,ECU,16605.0,3.0,1.0,,172861925.157,0.0
2014,ECU,16605.0,3.0,1.0,,182982202.113,0.0
2015,ECU,16605.0,3.0,1.0,,185242693.748,0.0
2016,ECU,16605.0,3.0,1.0,,184924730.509,0.0
2017,ECU,16605.0,3.0,,,195010792.574,0.0
2018,ECU,16605.0,3.0,,,202243945.975,0.0
2019,ECU,16605.0,3.0,,,205886434.548,0.0
2020,ECU,16605.0,,,,192140979.865,0.0
2021,ECU,16605.0,,,,208600950.804,0.0
1996,EGY,8684.0,3.0,1.0,,312506419.455,0.0
1997,EGY,8684.0,3.0,1.0,,335308788.634,0.0
1998,EGY,8684.0,3.0,1.0,,352628944.674,0.0
1999,EGY,8684.0,3.0,1.0,,379884406.117,0.0
2000,EGY,8684.0,3.0,1.0,,409384965.326,0.0
2001,EGY,8684.0,3.0,1.0,,433517053.525,0.0
2002,EGY,8684.0,3.0,1.0,,450606183.93,0.0
2003,EGY,8684.0,3.0,1.0,,474262994.919,0.0
2004,EGY,8684.0,3.0,1.0,,507234344.115,0.0
2005,EGY,8684.0,3.0,1.0,,547005144.174,0.0
2006,EGY,8684.0,3.0,1.0,,602453659.314,0.0
2007,EGY,8684.0,3.0,1.0,,662339380.637,0.0
2008,EGY,8684.0,3.0,1.0,,723669582.167,0.0
2009,EGY,8684.0,3.0,1.0,,763245439.18,0.0
2010,EGY,8684.0,3.0,1.0,,812316743.803,0.0
2011,EGY,8684.0,3.0,1.0,,843842460.027,0.0
2012,EGY,8684.0,3.0,1.0,,878427114.733,0.0
2013,EGY,8684.0,3.0,1.0,,912121545.942,0.0
2014,EGY,8684.0,3.0,1.0,,955524563.563,0.0
2015,EGY,8684.0,3.0,1.0,,1008030438.488,0.0
2016,EGY,8684.0,3.0,1.0,,1065179267.161,0.0
2017,EGY,8684.0,3.0,,,1062265603.572,0.0
2018,EGY,8684.0,3.0,,,1145441923.025,0.0
2019,EGY,8684.0,3.0,,,1230729358.56,0.0
2020,EGY,8684.0,,,,1290025001.306,0.0
2021,EGY,8684.0,,,,1388329424.823,0.0
1996,ERI,8571.0,3.0,1.0,,3975668.545,0.0
1997,ERI,8571.0,3.0,1.0,,4363516.718,0.0
1998,ERI,8571.0,3.0,1.0,,4489058.413,0.0
1999,ERI,8571.0,3.0,1.0,,4558369.853,0.0
2000,ERI,8571.0,3.0,1.0,,4515614.054,0.0
2001,ERI,8571.0,3.0,1.0,,5022891.985,0.0
2002,ERI,8571.0,3.0,1.0,,5253276.514,0.0
2003,ERI,8571.0,3.0,1.0,,5215746.473,0.0
2004,ERI,8571.0,3.0,1.0,,5436965.86,0.0
2005,ERI,8571.0,3.0,1.0,,5756383.486,0.0
2006,ERI,8571.0,3.0,1.0,,5875729.017,0.0
2007,ERI,8571.0,3.0,1.0,,6118169.293,0.0
2008,ERI,8571.0,3.0,1.0,,5627900.639,0.0
2009,ERI,8571.0,3.0,1.0,,5890463.355,0.0
2010,ERI,8571.0,3.0,1.0,,6093233.053,0.0
2011,ERI,8571.0,3.0,1.0,,6758835.465,0.0
2012,ERI,8571.0,3.0,1.0,,,0.0
2013,ERI,8571.0,3.0,1.0,,,0.0
2014,ERI,8571.0,3.0,,,,0.0
2015,ERI,8571.0,3.0,,,,0.0
2016,ERI,8571.0,3.0,,,,0.0
2017,ERI,8571.0,3.0,,,,0.0
2018,ERI,8571.0,3.0,,,,0.0
2019,ERI,8571.0,3.0,,,,0.0
2020,ERI,8571.0,,,,,0.0
2021,ERI,8571.0,,,,,0.0
1996,ESH,12468.0,3.0,,,,0.0
1997,ESH,12468.0,3.0,,,,0.0
1998,ESH,12468.0,3.0,,,,0.0
1999,ESH,12468.0,3.0,,,,0.0
2000,ESH,12468.0,3.0,,,,0.0
2001,ESH,12468.0,3.0,,,,0.0
2002,ESH,12468.0,3.0,,,,0.0
2003,ESH,12468.0,3.0,,,,0.0
2004,ESH,12468.0,3.0,,,,0.0
2005,ESH,12468.0,3.0,,,,0.0
2006,ESH,12468.0,3.0,,,,0.0
2007,ESH,12468.0,3.0,,,,0.0
2008,ESH,12468.0,3.0,,,,0.0
2009,ESH,12468.0,3.0,,,,0.0
2010,ESH,12468.0,3.0,,,,0.0
2011,ESH,12468.0,3.0,,,,0.0
2012,ESH,12468.0,3.0,,,,0.0
2013,ESH,12468.0,3.0,,,,0.0
2014,ESH,12468.0,3.0,,,,0.0
2015,ESH,12468.0,3.0,,,,0.0
2016,ESH,12468.0,3.0,,,,0.0
2017,ESH,12468.0,3.0,,,,0.0
2018,ESH,12468.0,3.0,,,,0.0
2019,ESH,12468.0,3.0,,,,0.0
2020,ESH,12468.0,,,,,0.0
2021,ESH,12468.0,,,,,0.0
1996,ESP,10815.0,3.0,1.0,,674815287.029,0.0
1997,ESP,10815.0,3.0,1.0,,715279436.557,0.0
1998,ESP,10815.0,3.0,1.0,,764647267.628,0.0
1999,ESP,10815.0,3.0,1.0,,803988041.287,0.0
2000,ESP,10815.0,3.0,1.0,,872912102.31,0.0
2001,ESP,10815.0,3.0,1.0,,938063469.288,0.0
2002,ESP,10815.0,3.0,1.0,,1009397665.672,0.0
2003,ESP,10815.0,3.0,1.0,,1056989992.778,0.0
2004,ESP,10815.0,3.0,1.0,,1124492854.271,0.0
2005,ESP,10815.0,3.0,1.0,,1209299968.291,0.0
2006,ESP,10815.0,3.0,1.0,,1368901238.29,0.0
2007,ESP,10815.0,3.0,1.0,,1473681698.813,0.0
2008,ESP,10815.0,3.0,1.0,,1537767509.527,0.0
2009,ESP,10815.0,3.0,1.0,,1503253696.369,0.0
2010,ESP,10815.0,3.0,1.0,,1489722704.595,0.0
2011,ESP,10815.0,3.0,1.0,,1498907060.209,0.0
2012,ESP,10815.0,3.0,1.0,,1496106340.363,0.0
2013,ESP,10815.0,3.0,1.0,,1519908120.925,0.0
2014,ESP,10815.0,3.0,1.0,,1564461186.608,0.0
2015,ESP,10815.0,3.0,1.0,,1611564911.229,0.0
2016,ESP,10815.0,3.0,1.0,,1686372919.95,0.0
2017,ESP,10815.0,3.0,,,1841780549.395,0.0
2018,ESP,10815.0,3.0,,,1904499539.41,0.0
2019,ESP,10815.0,3.0,,,1965293955.068,0.0
2020,ESP,10815.0,,,,1788269872.313,0.0
2021,ESP,10815.0,,,,1929758848.803,0.0
1996,EST,8011.0,3.0,1.0,,9662625.573,0.0
1997,EST,8011.0,3.0,1.0,,10967584.787,0.0
1998,EST,8011.0,3.0,1.0,,11584232.684,0.0
1999,EST,8011.0,3.0,1.0,,11633853.162,0.0
2000,EST,8011.0,3.0,1.0,,13151238.236,0.0
2001,EST,8011.0,3.0,1.0,,14334255.34,0.0
2002,EST,8011.0,3.0,1.0,,15987498.483,0.0
2003,EST,8011.0,3.0,1.0,,17906970.227,0.0
2004,EST,8011.0,3.0,1.0,,19661077.468,0.0
2005,EST,8011.0,3.0,1.0,,22375658.815,0.0
2006,EST,8011.0,3.0,1.0,,25951775.515,0.0
2007,EST,8011.0,3.0,1.0,,29435505.28,0.0
2008,EST,8011.0,3.0,1.0,,30303860.344,0.0
2009,EST,8011.0,3.0,1.0,,27388722.228,0.0
2010,EST,8011.0,3.0,1.0,,28791082.639,0.0
2011,EST,8011.0,3.0,1.0,,32579424.941,0.0
2012,EST,8011.0,3.0,1.0,,34419815.454,0.0
2013,EST,8011.0,3.0,1.0,,36158609.482,0.0
2014,EST,8011.0,3.0,1.0,,37521416.445,0.0
2015,EST,8011.0,3.0,1.0,,38076810.049,0.0
2016,EST,8011.0,3.0,1.0,,38658097.408,0.0
2017,EST,8011.0,3.0,,,44556473.263,0.0
2018,EST,8011.0,3.0,,,47920817.734,0.0
2019,EST,8011.0,3.0,,,50223187.687,0.0
2020,EST,8011.0,,,,50048531.249,0.0
2021,EST,8011.0,,,,56083239.282,0.0
1996,ETH,,3.0,,,,
1997,ETH,,3.0,,,,
1998,ETH,,3.0,,,,
1999,ETH,,3.0,,,,
2000,ETH,,3.0,,,,
2001,ETH,,3.0,,,,
2002,ETH,,3.0,,,,
2003,ETH,,3.0,,,,
2004,ETH,,3.0,,,,
2005,ETH,,3.0,,,,
2006,ETH,,3.0,,,,
2007,ETH,,3.0,,,,
2008,ETH,,3.0,,,,
2009,ETH,,3.0,,,,
2010,ETH,,3.0,,,,
2011,ETH,,3.0,,,,
2012,ETH,,3.0,,,,
2013,ETH,,3.0,,,,
2014,ETH,,3.0,,,,
2015,ETH,,3.0,,,,
2016,ETH,,3.0,,,,
2017,ETH,,3.0,,,,
2018,ETH,,3.0,,,,
2019,ETH,,3.0,,,,
2020,ETH,,,,,,
2021,ETH,,,,,,
1996,ETH,8866.0,3.0,1.0,,27497046.129,0.0
1997,ETH,8866.0,3.0,1.0,,28844139.464,0.0
1998,ETH,8866.0,3.0,1.0,,28148876.686,0.0
1999,ETH,8866.0,3.0,1.0,,30054968.063,0.0
2000,ETH,8866.0,3.0,1.0,,32605713.536,0.0
2001,ETH,8866.0,3.0,1.0,,36117148.604,0.0
2002,ETH,8866.0,3.0,1.0,,37227065.858,0.0
2003,ETH,8866.0,3.0,1.0,,37148739.297,0.0
2004,ETH,8866.0,3.0,1.0,,43350919.345,0.0
2005,ETH,8866.0,3.0,1.0,,50034195.898,0.0
2006,ETH,8866.0,3.0,1.0,,57158998.048,0.0
2007,ETH,8866.0,3.0,1.0,,65402691.97,0.0
2008,ETH,8866.0,3.0,1.0,,73880033.926,0.0
2009,ETH,8866.0,3.0,1.0,,80993822.423,0.0
2010,ETH,8866.0,3.0,1.0,,92272352.853,0.0
2011,ETH,8866.0,3.0,1.0,,104704865.663,0.0
2012,ETH,8866.0,3.0,1.0,,115855054.609,0.0
2013,ETH,8866.0,3.0,1.0,,130184218.086,0.0
2014,ETH,8866.0,3.0,1.0,,146107687.486,0.0
2015,ETH,8866.0,3.0,1.0,,163027247.316,0.0
2016,ETH,8866.0,3.0,1.0,,177661171.828,0.0
2017,ETH,8866.0,3.0,,,215094143.811,0.0
2018,ETH,8866.0,3.0,,,235244157.188,0.0
2019,ETH,8866.0,3.0,,,259479976.89,0.0
2020,ETH,8866.0,,,,278520091.213,0.0
2021,ETH,8866.0,,,,306447087.761,0.0
1996,FIN,7975.0,3.0,1.0,,102792188.761,0.0
1997,FIN,7975.0,3.0,1.0,,111860633.316,0.0
1998,FIN,7975.0,3.0,1.0,,121285577.553,0.0
1999,FIN,7975.0,3.0,1.0,,127941800.558,0.0
2000,FIN,7975.0,3.0,1.0,,138372003.282,0.0
2001,FIN,7975.0,3.0,1.0,,144404797.73,0.0
2002,FIN,7975.0,3.0,1.0,,148566373.419,0.0
2003,FIN,7975.0,3.0,1.0,,151089743.334,0.0
2004,FIN,7975.0,3.0,1.0,,162806011.855,0.0
2005,FIN,7975.0,3.0,1.0,,167840485.837,0.0
2006,FIN,7975.0,3.0,1.0,,181069017.785,0.0
2007,FIN,7975.0,3.0,1.0,,199323140.559,0.0
2008,FIN,7975.0,3.0,1.0,,212373304.098,0.0
2009,FIN,7975.0,3.0,1.0,,202176229.224,0.0
2010,FIN,7975.0,3.0,1.0,,208164128.125,0.0
2011,FIN,7975.0,3.0,1.0,,219213912.532,0.0
2012,FIN,7975.0,3.0,1.0,,219916455.236,0.0
2013,FIN,7975.0,3.0,1.0,,224594276.07,0.0
2014,FIN,7975.0,3.0,1.0,,226716922.174,0.0
2015,FIN,7975.0,3.0,1.0,,231648487.73,0.0
2016,FIN,7975.0,3.0,1.0,,236578866.806,0.0
2017,FIN,7975.0,3.0,,,262026475.788,0.0
2018,FIN,7975.0,3.0,,,273463067.47,0.0
2019,FIN,7975.0,3.0,,,277855715.486,0.0
2020,FIN,7975.0,,,,281659220.687,0.0
2021,FIN,7975.0,,,,304830106.272,0.0
1996,FJI,7805.0,3.0,1.0,,3793413.053,0.0
1997,FJI,7805.0,3.0,1.0,,3773454.002,0.0
1998,FJI,7805.0,3.0,1.0,,3863992.994,0.0
1999,FJI,7805.0,3.0,1.0,,4268359.405,0.0
2000,FJI,7805.0,3.0,1.0,,4291273.557,0.0
2001,FJI,7805.0,3.0,1.0,,4476848.754,0.0
2002,FJI,7805.0,3.0,1.0,,4691032.35,0.0
2003,FJI,7805.0,3.0,1.0,,4832419.843,0.0
2004,FJI,7805.0,3.0,1.0,,5228458.717,0.0
2005,FJI,7805.0,3.0,1.0,,5434468.467,0.0
2006,FJI,7805.0,3.0,1.0,,5705195.368,0.0
2007,FJI,7805.0,3.0,1.0,,5807206.778,0.0
2008,FJI,7805.0,3.0,1.0,,5982274.667,0.0
2009,FJI,7805.0,3.0,1.0,,5944159.874,0.0
2010,FJI,7805.0,3.0,1.0,,6194534.328,0.0
2011,FJI,7805.0,3.0,1.0,,6493459.112,0.0
2012,FJI,7805.0,3.0,1.0,,6737627.642,0.0
2013,FJI,7805.0,3.0,1.0,,7262738.213,0.0
2014,FJI,7805.0,3.0,1.0,,7795411.545,0.0
2015,FJI,7805.0,3.0,1.0,,8317644.812,0.0
2016,FJI,7805.0,3.0,1.0,,8592617.449,0.0
2017,FJI,7805.0,3.0,,,11783674.124,0.0
2018,FJI,7805.0,3.0,,,12525154.701,0.0
2019,FJI,7805.0,3.0,,,12692388.354,0.0
2020,FJI,7805.0,,,,10899184.264,0.0
2021,FJI,7805.0,,,,10888758.812,0.0
1996,FLK,17041.0,3.0,,,,0.0
1997,FLK,17041.0,3.0,,,,0.0
1998,FLK,17041.0,3.0,,,,0.0
1999,FLK,17041.0,3.0,,,,0.0
2000,FLK,17041.0,3.0,,,,0.0
2001,FLK,17041.0,3.0,,,,0.0
2002,FLK,17041.0,3.0,,,,0.0
2003,FLK,17041.0,3.0,,,,0.0
2004,FLK,17041.0,3.0,,,,0.0
2005,FLK,17041.0,3.0,,,,0.0
2006,FLK,17041.0,3.0,,,,0.0
2007,FLK,17041.0,3.0,,,,0.0
2008,FLK,17041.0,3.0,,,,0.0
2009,FLK,17041.0,3.0,,,,0.0
2010,FLK,17041.0,3.0,,,,0.0
2011,FLK,17041.0,3.0,,,,0.0
2012,FLK,17041.0,3.0,,,,0.0
2013,FLK,17041.0,3.0,,,,0.0
2014,FLK,17041.0,3.0,,,,0.0
2015,FLK,17041.0,3.0,,,,0.0
2016,FLK,17041.0,3.0,,,,0.0
2017,FLK,17041.0,3.0,,,,0.0
2018,FLK,17041.0,3.0,,,,0.0
2019,FLK,17041.0,3.0,,,,0.0
2020,FLK,17041.0,,,,,0.0
2021,FLK,17041.0,,,,,0.0
1996,FRA,9846.0,3.0,1.0,,1281488825.462,0.0
1997,FRA,9846.0,3.0,1.0,,1339949545.924,0.0
1998,FRA,9846.0,3.0,1.0,,1411612661.936,0.0
1999,FRA,9846.0,3.0,1.0,,1478039216.098,0.0
2000,FRA,9846.0,3.0,1.0,,1595459935.808,0.0
2001,FRA,9846.0,3.0,1.0,,1698364999.78,0.0
2002,FRA,9846.0,3.0,1.0,,1770065439.591,0.0
2003,FRA,9846.0,3.0,1.0,,1758832627.983,0.0
2004,FRA,9846.0,3.0,1.0,,1829067760.911,0.0
2005,FRA,9846.0,3.0,1.0,,1933507045.604,0.0
2006,FRA,9846.0,3.0,1.0,,2070453423.185,0.0
2007,FRA,9846.0,3.0,1.0,,2186192738.946,0.0
2008,FRA,9846.0,3.0,1.0,,2263191793.839,0.0
2009,FRA,9846.0,3.0,1.0,,2249679780.209,0.0
2010,FRA,9846.0,3.0,1.0,,2342745041.035,0.0
2011,FRA,9846.0,3.0,1.0,,2447562936.718,0.0
2012,FRA,9846.0,3.0,1.0,,2471783167.378,0.0
2013,FRA,9846.0,3.0,1.0,,2606140877.208,0.0
2014,FRA,9846.0,3.0,1.0,,2667963208.201,0.0
2015,FRA,9846.0,3.0,1.0,,2743455320.639,0.0
2016,FRA,9846.0,3.0,1.0,,2773931830.825,0.0
2017,FRA,9846.0,3.0,,,2983008898.74,0.0
2018,FRA,9846.0,3.0,,,3125379876.905,0.0
2019,FRA,9846.0,3.0,,,3300063763.854,0.0
2020,FRA,9846.0,,,,3166261521.878,0.0
2021,FRA,9846.0,,,,3424151722.75,0.0
1996,FRO,9322.0,3.0,,,,0.0
1997,FRO,9322.0,3.0,,,,0.0
1998,FRO,9322.0,3.0,1.0,,,0.0
1999,FRO,9322.0,3.0,1.0,,,0.0
2000,FRO,9322.0,3.0,1.0,,,0.0
2001,FRO,9322.0,3.0,1.0,,,0.0
2002,FRO,9322.0,3.0,1.0,,,0.0
2003,FRO,9322.0,3.0,1.0,,,0.0
2004,FRO,9322.0,3.0,1.0,,,0.0
2005,FRO,9322.0,3.0,1.0,,,0.0
2006,FRO,9322.0,3.0,1.0,,,0.0
2007,FRO,9322.0,3.0,1.0,,,0.0
2008,FRO,9322.0,3.0,1.0,,,0.0
2009,FRO,9322.0,3.0,1.0,,,0.0
2010,FRO,9322.0,3.0,1.0,,,0.0
2011,FRO,9322.0,3.0,1.0,,,0.0
2012,FRO,9322.0,3.0,1.0,,,0.0
2013,FRO,9322.0,3.0,1.0,,,0.0
2014,FRO,9322.0,3.0,,,,0.0
2015,FRO,9322.0,3.0,,,,0.0
2016,FRO,9322.0,3.0,,,,0.0
2017,FRO,9322.0,3.0,,,,0.0
2018,FRO,9322.0,3.0,,,,0.0
2019,FRO,9322.0,3.0,,,,0.0
2020,FRO,9322.0,,,,,0.0
2021,FRO,9322.0,,,,,0.0
1996,FSM,4386.0,3.0,1.0,,246399.356,0.0
1997,FSM,4386.0,3.0,1.0,,235414.749,0.0
1998,FSM,4386.0,3.0,1.0,,245003.323,0.0
1999,FSM,4386.0,3.0,1.0,,252194.779,0.0
2000,FSM,4386.0,3.0,1.0,,269703.568,0.0
2001,FSM,4386.0,3.0,1.0,,280669.475,0.0
2002,FSM,4386.0,3.0,1.0,,286687.684,0.0
2003,FSM,4386.0,3.0,1.0,,297743.297,0.0
2004,FSM,4386.0,3.0,1.0,,296044.993,0.0
2005,FSM,4386.0,3.0,1.0,,312172.676,0.0
2006,FSM,4386.0,3.0,1.0,,321237.697,0.0
2007,FSM,4386.0,3.0,1.0,,322994.368,0.0
2008,FSM,4386.0,3.0,1.0,,320900.583,0.0
2009,FSM,4386.0,3.0,1.0,,326447.977,0.0
2010,FSM,4386.0,3.0,1.0,,338796.966,0.0
2011,FSM,4386.0,3.0,1.0,,352882.556,0.0
2012,FSM,4386.0,3.0,1.0,,361410.321,0.0
2013,FSM,4386.0,3.0,1.0,,354167.614,0.0
2014,FSM,4386.0,3.0,1.0,,348240.698,0.0
2015,FSM,4386.0,3.0,1.0,,365266.872,0.0
2016,FSM,4386.0,3.0,1.0,,377062.57,0.0
2017,FSM,4386.0,3.0,,,388966.298,0.0
2018,FSM,4386.0,3.0,,,399101.674,0.0
2019,FSM,4386.0,3.0,,,411012.942,0.0
2020,FSM,4386.0,,,,408623.149,0.0
2021,FSM,4386.0,,,,412033.836,0.0
1996,GAB,12207.0,3.0,1.0,,16624602.024,0.0
1997,GAB,12207.0,3.0,1.0,,17879440.85,0.0
1998,GAB,12207.0,3.0,1.0,,18702044.1,0.0
1999,GAB,12207.0,3.0,1.0,,17292097.219,0.0
2000,GAB,12207.0,3.0,1.0,,17352568.744,0.0
2001,GAB,12207.0,3.0,1.0,,18126978.169,0.0
2002,GAB,12207.0,3.0,1.0,,18359414.692,0.0
2003,GAB,12207.0,3.0,1.0,,19146335.796,0.0
2004,GAB,12207.0,3.0,1.0,,19808459.115,0.0
2005,GAB,12207.0,3.0,1.0,,21243355.034,0.0
2006,GAB,12207.0,3.0,1.0,,21100167.054,0.0
2007,GAB,12207.0,3.0,1.0,,22887539.53,0.0
2008,GAB,12207.0,3.0,1.0,,22564432.278,0.0
2009,GAB,12207.0,3.0,1.0,,22765426.236,0.0
2010,GAB,12207.0,3.0,1.0,,24677227.804,0.0
2011,GAB,12207.0,3.0,1.0,,26972900.73,0.0
2012,GAB,12207.0,3.0,1.0,,28912213.435,0.0
2013,GAB,12207.0,3.0,1.0,,31035665.725,0.0
2014,GAB,12207.0,3.0,1.0,,32954439.636,0.0
2015,GAB,12207.0,3.0,1.0,,34601145.263,0.0
2016,GAB,12207.0,3.0,1.0,,35849171.818,0.0
2017,GAB,12207.0,3.0,,,30986311.651,0.0
2018,GAB,12207.0,3.0,,,31992420.269,0.0
2019,GAB,12207.0,3.0,,,33841472.24,0.0
2020,GAB,12207.0,,,,33619920.387,0.0
2021,GAB,12207.0,,,,35544083.368,0.0
1996,GBR,9800.0,3.0,1.0,,1251022787.137,0.0
1997,GBR,9800.0,3.0,1.0,,1323746089.129,0.0
1998,GBR,9800.0,3.0,1.0,,1358787344.516,0.0
1999,GBR,9800.0,3.0,1.0,,1406969230.621,0.0
2000,GBR,9800.0,3.0,1.0,,1533015061.194,0.0
2001,GBR,9800.0,3.0,1.0,,1617453471.555,0.0
2002,GBR,9800.0,3.0,1.0,,1699798659.761,0.0
2003,GBR,9800.0,3.0,1.0,,1783357327.711,0.0
2004,GBR,9800.0,3.0,1.0,,1896674321.928,0.0
2005,GBR,9800.0,3.0,1.0,,1949434653.394,0.0
2006,GBR,9800.0,3.0,1.0,,2089011351.731,0.0
2007,GBR,9800.0,3.0,1.0,,2155566788.651,0.0
2008,GBR,9800.0,3.0,1.0,,2229260457.951,0.0
2009,GBR,9800.0,3.0,1.0,,2142488116.943,0.0
2010,GBR,9800.0,3.0,1.0,,2243316156.498,0.0
2011,GBR,9800.0,3.0,1.0,,2306167251.137,0.0
2012,GBR,9800.0,3.0,1.0,,2387347249.421,0.0
2013,GBR,9800.0,3.0,1.0,,2502075518.376,0.0
2014,GBR,9800.0,3.0,1.0,,2630349880.063,0.0
2015,GBR,9800.0,3.0,1.0,,2720256001.673,0.0
2016,GBR,9800.0,3.0,1.0,,2796731825.411,0.0
2017,GBR,9800.0,3.0,,,3063306948.135,0.0
2018,GBR,9800.0,3.0,,,3161750378.791,0.0
2019,GBR,9800.0,3.0,,,3277751294.222,0.0
2020,GBR,9800.0,,,,3121071774.835,0.0
2021,GBR,9800.0,,,,3344467827.749,0.0
1996,GEO,7134.0,3.0,1.0,,8968454.365,0.0
1997,GEO,7134.0,3.0,1.0,,10081491.395,0.0
1998,GEO,7134.0,3.0,1.0,,10507319.052,0.0
1999,GEO,7134.0,3.0,1.0,,10974210.43,0.0
2000,GEO,7134.0,3.0,1.0,,11430264.971,0.0
2001,GEO,7134.0,3.0,1.0,,12252542.746,0.0
2002,GEO,7134.0,3.0,1.0,,13121614.735,0.0
2003,GEO,7134.0,3.0,1.0,,14863202.46,0.0
2004,GEO,7134.0,3.0,1.0,,16166424.574,0.0
2005,GEO,7134.0,3.0,1.0,,18288455.454,0.0
2006,GEO,7134.0,3.0,1.0,,20619103.698,0.0
2007,GEO,7134.0,3.0,1.0,,23780806.468,0.0
2008,GEO,7134.0,3.0,1.0,,24808387.589,0.0
2009,GEO,7134.0,3.0,1.0,,24084382.902,0.0
2010,GEO,7134.0,3.0,1.0,,25902054.123,0.0
2011,GEO,7134.0,3.0,1.0,,28345977.228,0.0
2012,GEO,7134.0,3.0,1.0,,30701389.989,0.0
2013,GEO,7134.0,3.0,1.0,,32253883.092,0.0
2014,GEO,7134.0,3.0,1.0,,34349242.812,0.0
2015,GEO,7134.0,3.0,1.0,,35718825.784,0.0
2016,GEO,7134.0,3.0,1.0,,37181601.89,0.0
2017,GEO,7134.0,3.0,,,50662483.514,0.0
2018,GEO,7134.0,3.0,,,54384974.674,0.0
2019,GEO,7134.0,3.0,,,58115885.124,0.0
2020,GEO,7134.0,,,,54840076.153,0.0
2021,GEO,7134.0,,,,63035796.527,0.0
1996,GHA,12871.0,3.0,1.0,,26893237.983,0.0
1997,GHA,12871.0,3.0,1.0,,28501368.103,0.0
1998,GHA,12871.0,3.0,1.0,,30164895.559,0.0
1999,GHA,12871.0,3.0,1.0,,31974081.28,0.0
2000,GHA,12871.0,3.0,1.0,,33911619.21,0.0
2001,GHA,12871.0,3.0,1.0,,36071808.657,0.0
2002,GHA,12871.0,3.0,1.0,,38273705.766,0.0
2003,GHA,12871.0,3.0,1.0,,41066824.046,0.0
2004,GHA,12871.0,3.0,1.0,,44559025.835,0.0
2005,GHA,12871.0,3.0,1.0,,48706349.584,0.0
2006,GHA,12871.0,3.0,1.0,,53415669.802,0.0
2007,GHA,12871.0,3.0,1.0,,57220916.134,0.0
2008,GHA,12871.0,3.0,1.0,,63681669.732,0.0
2009,GHA,12871.0,3.0,1.0,,67274583.969,0.0
2010,GHA,12871.0,3.0,1.0,,73475667.938,0.0
2011,GHA,12871.0,3.0,1.0,,85526138.706,0.0
2012,GHA,12871.0,3.0,1.0,,95195498.334,0.0
2013,GHA,12871.0,3.0,1.0,,103806530.802,0.0
