"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AltQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","M","20210101","2021","1","202101","31","AZE","Azerbaijan","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","103","false","5","u","103","false","14.803","false","0","false","6215.37",,"6215.37","0","false","true",
"C","M","20210101","2021","1","202101","32","ARG","Argentina","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","422062","false","5","u","422062","false","15454.943","false","0","false","1069539.23","1058581.21","1069539.23","0","false","true",
"C","M","20210101","2021","1","202101","36","AUS","Australia","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","0","true","0","false","13130158.323","13033066.917","13130158.323","6","false","true",
"C","M","20210101","2021","1","202101","48","BHR","Bahrain","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","2","false","5","u","2","false","2","false","0","false","711.383",,"711.383","0","false","true",
"C","M","20210101","2021","1","202101","56","BEL","Belgium","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","8230.85","false","0","false","22876065.285",,"22876065.285","2","false","true",
"C","M","20210101","2021","1","202101","68","BOL","Bolivia (Plurinational State of)","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","7.26","false","5","u","7.26","false","17","false","0","false","3162.5","3045.06","3162.5","0","false","true",
"C","M","20210101","2021","1","202101","70","BIH","Bosnia Herzegovina","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","8.81","false","0","false","6862.34","0","6862.34","0","false","true",
"C","M","20210101","2021","1","202101","76","BRA","Brazil","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","26735.338","true","0","false","84020318","83333698","84020318","6","false","true",
"C","M","20210101","2021","1","202101","84","BLZ","Belize","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","2","false","0","false","223.04","0","223.04","2","false","true",
"C","M","20210101","2021","1","202101","100","BGR","Bulgaria","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","2231","false","0","false","1254810.957",,"1254810.957","0","false","true",
"C","M","20210101","2021","1","202101","104","MMR","Myanmar","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1004070","false","5","u","1004070","false","132.578","true","0","false","210209.67",,"210209.67","4","false","true",
